BERT_DASH_base_DASH_L2 0.1292 6286
BERT_DASH_large_DASH_L2 0.1139 6286
BLEURT 0.1234 6286
BLEURT_DASH_extended 0.1244 6286
COMET 0.1266 6286
COMET_DASH_2R 0.1199 6286
COMET_DASH_HTER 0.09513 6286
COMET_DASH_MQM 0.1123 6286
COMET_DASH_QE 0.04836 6286
COMET_DASH_Rank 0.08591 6286
CharacTER 0.1059 6286
EED 0.1158 6286
MEE 0.06395 6286
OpenKiwi_DASH_Bert 0.0003182 6286
OpenKiwi_DASH_XLMR 0.08622 6286
SWSS_PLUS_METEOR 0.08559 6286
TER -0.07668 6286
YiSi_DASH_0 0.1212 6286
YiSi_DASH_1 0.1279 6286
YiSi_DASH_2 0.07381 6286
chrF 0.1088 6286
chrF_PLUS__PLUS_ 0.1145 6286
esim 0.1193 6286
mBERT_DASH_L2 0.1196 6286
parbleu 0.07445 6286
parchrf_PLUS__PLUS_ 0.1168 6286
paresim_DASH_1 0.1206 6286
prism 0.1457 6286
sentBLEU 0.06141 6286
