BERT_DASH_base_DASH_L2 0.02571 6185
BERT_DASH_large_DASH_L2 0.02538 6185
BLEURT 0.01471 6185
BLEURT_DASH_extended 0.004365 6185
COMET 0.08973 6185
COMET_DASH_2R 0.1014 6185
COMET_DASH_HTER 0.08812 6185
COMET_DASH_MQM 0.1004 6185
COMET_DASH_QE 0.0422 6185
COMET_DASH_Rank 0.06128 6185
CharacTER 0.01051 6185
EED 0.0131 6185
MEE -0.03961 6185
OpenKiwi_DASH_Bert 0.01342 6185
OpenKiwi_DASH_XLMR 0.07421 6185
TER -0.1366 6185
YiSi_DASH_0 0.02377 6185
YiSi_DASH_1 0.05061 6185
YiSi_DASH_2 0.005659 6185
chrF 0.01762 6185
chrF_PLUS__PLUS_ 0.01342 6185
esim 0.03088 6185
mBERT_DASH_L2 0.0008084 6185
parbleu -0.03897 6185
parchrf_PLUS__PLUS_ 0.009216 6185
paresim_DASH_1 0.05093 6185
prism 0.05675 6185
sentBLEU -0.02506 6185
