BERT_DASH_base_DASH_L2 0.2288 5381
BERT_DASH_large_DASH_L2 0.2492 5381
BLEURT 0.2563 5381
BLEURT_DASH_extended 0.2592 5381
COMET 0.2711 5381
COMET_DASH_2R 0.2514 5381
COMET_DASH_HTER 0.1994 5381
COMET_DASH_MQM 0.2094 5381
COMET_DASH_QE 0.01988 5381
COMET_DASH_Rank 0.1808 5381
CharacTER 0.2198 5381
EED 0.2578 5381
MEE 0.1258 5381
OpenKiwi_DASH_Bert -0.009478 5381
OpenKiwi_DASH_XLMR 0.03066 5381
SWSS_PLUS_METEOR 0.218 5381
TER 0.01245 5381
YiSi_DASH_0 0.2626 5381
YiSi_DASH_1 0.2604 5381
YiSi_DASH_2 0.02843 5381
chrF 0.26 5381
chrF_PLUS__PLUS_ 0.2514 5381
esim 0.2329 5381
mBERT_DASH_L2 0.2355 5381
parbleu 0.1611 5381
parchrf_PLUS__PLUS_ 0.2351 5381
paresim_DASH_1 0.241 5381
prism 0.2537 5381
sentBLEU 0.17 5381
