BERT_DASH_base_DASH_L2 0.0134 17979
BERT_DASH_large_DASH_L2 0.02698 17979
BLEURT 0.03977 17979
BLEURT_DASH_extended 0.01863 17979
COMET 0.08549 17979
COMET_DASH_2R 0.08515 17979
COMET_DASH_HTER 0.06658 17979
COMET_DASH_MQM 0.0658 17979
COMET_DASH_QE 0.02864 17979
COMET_DASH_Rank 0.05712 17979
CharacTER -0.002392 17979
EED 0.02153 17979
MEE -0.105 17979
OpenKiwi_DASH_Bert -0.04311 17979
OpenKiwi_DASH_XLMR 0.05089 17979
SWSS_PLUS_METEOR -0.0163 17979
TER -0.1962 17979
YiSi_DASH_0 0.0134 17979
YiSi_DASH_1 0.02308 17979
YiSi_DASH_2 0.04199 17979
chrF 0.002614 17979
chrF_PLUS__PLUS_ 0.008844 17979
esim 0.04522 17979
mBERT_DASH_L2 0.02887 17979
parbleu -0.04934 17979
parchrf_PLUS__PLUS_ 0.001835 17979
paresim_DASH_1 0.05479 17979
prism 0.09283 17979
sentBLEU -0.04611 17979
