BLEURT_DASH_extended 0.2784 4637
COMET 0.3241 4637
COMET_DASH_2R 0.3211 4637
COMET_DASH_HTER 0.303 4637
COMET_DASH_MQM 0.2745 4637
COMET_DASH_QE 0.2331 4637
COMET_DASH_Rank 0.2167 4637
CharacTER 0.1792 4637
EED 0.2034 4637
MEE 0.1275 4637
OpenKiwi_DASH_Bert 0.05758 4637
OpenKiwi_DASH_XLMR 0.2236 4637
TER 0.04421 4637
YiSi_DASH_0 0.2116 4637
YiSi_DASH_1 0.2629 4637
YiSi_DASH_2 0.171 4637
Yisi_DASH_combi 0.2241 4637
bleurt_DASH_combi 0.2241 4637
chrF 0.2236 4637
chrF_PLUS__PLUS_ 0.215 4637
esim 0.1952 4637
mBERT_DASH_L2 0.2016 4637
parbleu 0.1361 4637
parchrf_PLUS__PLUS_ 0.1922 4637
paresim_DASH_1 0.1973 4637
prism 0.2801 4637
sentBLEU 0.1546 4637
