BAQ_dyn 0.3512 12652
BAQ_static 0.3438 12652
BLEURT_DASH_extended 0.4603 12652
COMET 0.4316 12652
COMET_DASH_2R 0.4341 12652
COMET_DASH_HTER 0.4112 12652
COMET_DASH_MQM 0.3881 12652
COMET_DASH_QE 0.3463 12652
COMET_DASH_Rank 0.3795 12652
CharacTER 0.3391 12652
EED 0.3928 12652
EQ_dyn 0.3558 12652
EQ_static 0.4094 12652
OpenKiwi_DASH_Bert 0.07714 12652
OpenKiwi_DASH_XLMR 0.3767 12652
TER -0.3604 12652
YiSi_DASH_0 0.319 12652
YiSi_DASH_1 0.4625 12652
YiSi_DASH_2 0.1516 12652
chrF 0.4004 12652
chrF_PLUS__PLUS_ 0.3881 12652
esim 0.3905 12652
mBERT_DASH_L2 0.4323 12652
parbleu 0.3561 12652
parchrf_PLUS__PLUS_ 0.3984 12652
paresim_DASH_1 0.3957 12652
prism 0.3972 12652
sentBLEU 0.3961 12652
