BAQ_dyn 0.1194 62586
BAQ_static 0.1186 62586
BERT_DASH_base_DASH_L2 0.141 62586
BERT_DASH_large_DASH_L2 0.1328 62586
BLEURT 0.1372 62586
BLEURT_DASH_extended 0.1368 62586
COMET 0.1706 62586
COMET_DASH_2R 0.1632 62586
COMET_DASH_HTER 0.1346 62586
COMET_DASH_MQM 0.1406 62586
COMET_DASH_QE 0.0881 62586
COMET_DASH_Rank 0.1422 62586
CharacTER 0.1234 62586
EED 0.1285 62586
MEE 0.08321 62586
OpenKiwi_DASH_Bert 0.02927 62586
OpenKiwi_DASH_XLMR 0.115 62586
SWSS_PLUS_METEOR 0.1328 62586
TER -0.01045 62586
YiSi_DASH_0 0.1266 62586
YiSi_DASH_1 0.1465 62586
YiSi_DASH_2 0.1159 62586
chrF 0.132 62586
chrF_PLUS__PLUS_ 0.1304 62586
esim 0.1378 62586
mBERT_DASH_L2 0.1331 62586
parbleu 0.09507 62586
parchrf_PLUS__PLUS_ 0.1322 62586
paresim_DASH_1 0.1391 62586
prism 0.1671 62586
sentBLEU 0.09318 62586
