BLEURT_DASH_extended 0.3592 13159
COMET 0.3217 13159
COMET_DASH_2R 0.3264 13159
COMET_DASH_HTER 0.3308 13159
COMET_DASH_MQM 0.3127 13159
COMET_DASH_QE -0.04035 13159
COMET_DASH_Rank 0.2974 13159
CharacTER 0.3088 13159
EED 0.3615 13159
MEE -0.07409 13159
OpenKiwi_DASH_Bert -0.115 13159
OpenKiwi_DASH_XLMR 0.06026 13159
TER -0.0706 13159
YiSi_DASH_0 0.3624 13159
YiSi_DASH_1 0.2507 13159
YiSi_DASH_2 0.1464 13159
chrF 0.3439 13159
chrF_PLUS__PLUS_ 0.3384 13159
esim 0.1223 13159
parbleu 0.2118 13159
paresim_DASH_1 0.1223 13159
prism 0.4524 13159
sentBLEU 0.2062 13159
