BLEURT_DASH_extended 0.6886 21121
COMET 0.6685 21121
COMET_DASH_2R 0.6695 21121
COMET_DASH_HTER 0.665 21121
COMET_DASH_MQM 0.6664 21121
COMET_DASH_QE 0.6144 21121
COMET_DASH_Rank 0.629 21121
CharacTER 0.4135 21121
EED 0.4576 21121
MEE 0.411 21121
OpenKiwi_DASH_Bert 0.2621 21121
OpenKiwi_DASH_XLMR 0.6071 21121
TER 0.3168 21121
YiSi_DASH_0 0.4317 21121
YiSi_DASH_1 0.5498 21121
YiSi_DASH_2 0.1866 21121
chrF 0.4722 21121
chrF_PLUS__PLUS_ 0.4776 21121
esim 0.469 21121
mBERT_DASH_L2 0.5672 21121
parbleu 0.4596 21121
parchrf_PLUS__PLUS_ 0.4922 21121
paresim_DASH_1 0.4753 21121
prism 0.6187 21121
sentBLEU 0.4324 21121
