RAW.SCR Z.SCR N SYS N.ALL 
71.3233054074638 0.0354028146566995 1313 zlabs-nlp.169 2385 
68.537027027027 0.0116781531898569 1295 Online-Z.1636 2305 
91.7651841224295 0.681306304833793 697 HUMAN 1344 
83.6971657424522 0.461176193971479 1082 OPPO.1489 1980 
75.0915358451073 0.252006477693157 1274 PROMT_NMT.374 2264 
80.2949859299054 0.335999782590393 1303 Online-B.1595 2162 
75.3067604856512 0.0810059840256653 1208 Online-A.1577 2342 
79.6083064949007 0.404209602434211 1242 ariel197197.1373 2139 
76.1809012345679 0.222341519855062 1350 DiDi_NLP.1455 2512 
81.5431955211025 0.469048119028221 1161 Online-G.1560 2185 
