RAW.SCR Z.SCR N SYS N.ALL 
75.1725391498881 0.084465439800806 894 NICT_Kyoto.1230 1168 
74.0822368421053 0.0877917753486157 912 OPPO.1529 1062 
64.1283407572383 -0.208167055884772 898 zlabs-nlp.66 1179 
65.9886122881356 -0.220499749176766 944 Online-G.1564 1228 
73.3496543778802 0.0680470238281771 868 Online-B.1599 1083 
71.0824712643678 0.0194687349299168 870 eTranslation.269 1068 
70.864849187935 0.0258173177835829 862 Online-A.1581 1018 
75.1200227531286 0.184304603464239 879 Tohoku-AIP-NTT.1429 1158 
76.3810325476992 0.146612174957898 891 NiuTrans.1352 1133 
61.7066160520607 -0.239511491746738 922 Online-Z.1640 1137 
