RAW.SCR Z.SCR N SYS N.ALL
76.6512345679012 0.0966796731180974 810 Online-G.1566 918
73.26040391676871 -0.0414922854607074 817 Huoshan_Translate.1523 1046
77.7417840375587 0.0958622449871661 852 NICT-Rui.1492 982
77.30548996458091 0.00617816755080895 847 Online-Z.1642 1005
78.1236872812135 -0.00338449441602844 857 CUNI-Transformer.245 980
77.863767281106 0.0944894117734227 868 Online-B.1601 1018
78.0955703883495 0.0852918563408126 824 SJTU-NICT.331 1056
75.17763157894741 0.0498114105166687 836 OPPO.733 1004
76.1164736164736 -0.037509820974068 777 NICT_Kyoto.1234 1040
77.2408008658009 0.131104761058361 924 SRPOL.1506 1075
76.610096670247 0.0832411884424683 931 Online-A.1582 1035
74.2803210463734 -0.0717384665571151 841 Tilde.1310 1008
74.0211916461917 -0.13029396480734 814 zlabs-nlp.1162 962
73.1510922330097 -0.0477023078407177 824 PROMT_NMT.1424 1017
