RAW.SCR Z.SCR N SYS N.ALL
71.32330540746379 0.0354028146566995 1313 zlabs-nlp.169 2385
68.537027027027 0.0116781531898569 1295 Online-Z.1636 2305
91.7651841224295 0.6813063048337928 697 Human-A.0 1344
83.6971657424522 0.461176193971479 1082 OPPO.1489 1980
75.0915358451073 0.252006477693157 1274 PROMT_NMT.374 2264
80.29498592990541 0.335999782590393 1303 Online-B.1595 2162
75.30676048565121 0.0810059840256653 1208 Online-A.1577 2342
79.6083064949007 0.404209602434211 1242 ariel197197.1373 2139
76.18090123456791 0.22234151985506198 1350 DiDi_NLP.1455 2512
81.5431955211025 0.469048119028221 1161 Online-G.1560 2185
