SYS SEGID RAW.SCR Z.SCR N
Huawei_TSC.618 abcnews.363905 73.6 0.5500752388614544 5
Huawei_TSC.618 abcnews.363979 82.66666666666667 0.5985243844702899 6
Huawei_TSC.618 abcnews.363994 83.55 0.41319481779274875 5
Huawei_TSC.618 abcnews.364001 67.5 0.32092313762919994 4
Huawei_TSC.618 abcnews.364021 76.77777777777779 0.2719142963760573 6
Huawei_TSC.618 aj-english.8642 81.9 0.49045995133075404 5
Huawei_TSC.618 aj-english.8643 57.25 0.5184472753497833 4
Huawei_TSC.618 allafrica.15314 81.1029411764706 0.43930569441826894 17
Huawei_TSC.618 allafrica.15342 69.94117647058823 0.4537339242958471 17
Huawei_TSC.618 brisbanetimes.com.au.225989 72.61363636363636 0.026074027404235034 11
Huawei_TSC.618 brisbanetimes.com.au.225990 77.96153846153847 0.46370421860237426 13
Huawei_TSC.618 cbsnews.302129 65.86666666666666 0.003962356892896155 13
Huawei_TSC.618 cbsnews.302172 85.6060606060606 0.3125935658320073 11
Huawei_TSC.618 cbsnews.302258 73.58333333333334 0.42028419206251594 8
Huawei_TSC.618 chicago_defender.80 65.16666666666667 0.4229290334447888 6
Huawei_TSC.618 cnbc.com.33901 73.78095238095239 0.6365781976599022 7
Huawei_TSC.618 cnbc.com.33953 80.5 0.5845119676959711 7
Huawei_TSC.618 cnbc.com.33995 75.44871794871794 0.3906141497558252 13
Huawei_TSC.618 cnbc.com.33999 78.28571428571429 0.710622429661087 7
Huawei_TSC.618 cnn.385555 63.5 0.3687546155258518 7
Huawei_TSC.618 cnn.385556 85.59259259259261 0.4966307621397131 18
Huawei_TSC.618 cnn.385672 85.49166666666667 0.4953034393684952 6
Huawei_TSC.618 cnn.385674 86.7 0.51964259604857 10
Huawei_TSC.618 cnn.385761 84.14285714285714 0.5579400818324983 14
Huawei_TSC.618 cnn.385803 69.875 0.47197432070887574 4
Huawei_TSC.618 dailymail.co.uk.365204 73.38235294117646 0.4293710586455104 17
Huawei_TSC.618 dailymail.co.uk.365293 66.93650793650795 0.4864973647927364 21
Huawei_TSC.618 en.ndtv.com.12997 85.79166666666667 0.4487457279284495 24
Huawei_TSC.618 en.ndtv.com.13004 87.22222222222221 0.578215559164388 6
Huawei_TSC.618 en.ndtv.com.13041 73.96428571428571 0.6419959943584548 14
Huawei_TSC.618 en.ndtv.com.13073 79.33333333333334 0.5155768886416969 20
Huawei_TSC.618 en.ndtv.com.13143 76.75 0.4385267920786348 12
Huawei_TSC.618 en.ndtv.com.13152 84.95454545454545 0.2661718832779585 11
Huawei_TSC.618 euronews-en.185674 72.14583333333333 0.426047530055681 16
Huawei_TSC.618 euronews-en.185708 85.0 0.4699557617927274 12
Huawei_TSC.618 euronews-en.185744 83.14285714285715 0.48939376332919765 8
Huawei_TSC.618 express.co.uk.11102 67.64285714285714 0.09520226503446079 14
Huawei_TSC.618 foxnews.100073 83.5 0.2486291918176026 10
Huawei_TSC.618 foxnews.100074 93.1 0.6221522749501983 10
Huawei_TSC.618 foxnews.100085 83.76666666666667 0.21931738791606858 5
Huawei_TSC.618 foxnews.100086 65.26190476190474 0.3189099495120266 14
