RAW.SCR Z.SCR N SYS N.ALL
73.69656647528991 0.282441373737473 1269 Online-B.1597 3421
69.5062078797304 0.135784852042513 1286 dong-nmt.768 3581
79.0076804007655 0.420323451616117 1269 Tencent_Translation.1332 3295
77.4278934221482 0.40372570027152294 1201 NiuTrans.1511 3389
70.0949634451482 0.121661158818172 1218 Online-G.1562 3501
68.4694774867513 0.13465548018428097 1249 Online-Z.1638 3304
77.3328515185602 0.414966546727361 1270 Huawei_TSC.618 3612
72.967922752168 0.241172872970745 1252 Online-A.1579 3371
76.57814768365449 0.37287602212433896 1253 Huoshan_Translate.716 3368
79.967495942683 0.446602373049545 1203 OPPO.1147 2816
77.6804594041831 0.38670869305076294 1234 SJTU-NICT.706 3539
68.6805778595591 0.0818359919552146 1281 zlabs-nlp.322 3638
80.6457725947522 0.567652179911657 1029 Human-B.0 2508
82.54680820335071 0.528826304283249 1154 Human-A.0 2864
