SYS SEGID RAW.SCR Z.SCR N
NICT_Kyoto.1230 fukui_shimbun-ja.107 76.65 -0.08950737724825937 20
NICT_Kyoto.1230 fukui_shimbun-ja.108 74.925 0.23711053966263726 20
NICT_Kyoto.1230 fukui_shimbun-ja.114 78.3409090909091 0.1252845531159198 22
NICT_Kyoto.1230 fukui_shimbun-ja.127 94.35714285714286 0.13054334975235377 14
NICT_Kyoto.1230 fukui_shimbun-ja.131 93.38888888888889 0.2037082011553222 18
NICT_Kyoto.1230 hokkaido_shimbun-ja.767 76.64285714285714 -0.2882575790392607 7
NICT_Kyoto.1230 hokkaido_shimbun-ja.788 77.0 -1.1186322248534548 6
NICT_Kyoto.1230 hokkaido_shimbun-ja.802 60.0 -0.747424706094552 5
NICT_Kyoto.1230 hokkaido_shimbun-ja.870 79.0909090909091 0.220555167390354 11
NICT_Kyoto.1230 hokkaido_shimbun-ja.872 46.2962962962963 -0.040844961016609165 27
NICT_Kyoto.1230 ise_shimbun-ja.91 87.4 0.251434276539668 5
NICT_Kyoto.1230 iwaki_minpo-ja.125 78.81818181818181 -0.1540574212325931 11
NICT_Kyoto.1230 iwaki_minpo-ja.140 40.7 -0.14223481965191848 10
NICT_Kyoto.1230 saga_shimbun-ja.168 84.75 0.1244200590587933 10
NICT_Kyoto.1230 saga_shimbun-ja.214 75.38888888888889 0.1627158359512717 9
NICT_Kyoto.1230 sanyo_shimbun-ja.152 87.16666666666667 0.359596328389532 12
NICT_Kyoto.1230 sanyo_shimbun-ja.165 79.85714285714286 -0.23345886012861047 7
NICT_Kyoto.1230 sanyo_shimbun-ja.167 72.984375 0.12379537941438518 16
NICT_Kyoto.1230 sanyo_shimbun-ja.186 82.3529411764706 0.4139123595800858 17
NICT_Kyoto.1230 shizuoka_shimbun-ja.1364 97.04545454545455 0.38396959678831805 11
NICT_Kyoto.1230 shizuoka_shimbun-ja.1398 64.85714285714286 0.390024642228453 7
NICT_Kyoto.1230 shizuoka_shimbun-ja.1421 72.57142857142857 0.25303952806252755 7
NICT_Kyoto.1230 shizuoka_shimbun-ja.1462 75.71428571428571 -0.02588732067747915 7
NICT_Kyoto.1230 shizuoka_shimbun-ja.1467 79.41666666666667 0.13897282578011616 6
NICT_Kyoto.1230 shizuoka_shimbun-ja.1470 85.42857142857143 0.003704780094323179 7
NICT_Kyoto.1230 shizuoka_shimbun-ja.1476 86.88888888888889 -0.0444724515282338 9
NICT_Kyoto.1230 shizuoka_shimbun-ja.1480 81.125 0.27802577212799906 8
NICT_Kyoto.1230 shizuoka_shimbun-ja.1502 79.41666666666667 0.321933059572226 6
NICT_Kyoto.1230 shizuoka_shimbun-ja.1527 82.78571428571429 -0.1659378823379594 7
NICT_Kyoto.1230 shizuoka_shimbun-ja.1539 71.625 0.3625754855557374 8
NICT_Kyoto.1230 shizuoka_shimbun-ja.1601 79.41666666666667 0.030969991961256976 6
NICT_Kyoto.1230 shizuoka_shimbun-ja.1626 49.458333333333336 -0.8310998151053317 6
NICT_Kyoto.1230 shizuoka_shimbun-ja.1646 72.71428571428571 0.11197983267615387 7
NICT_Kyoto.1230 ube_nippo_shimbun-ja.81 70.54545454545455 0.029843931222430585 11
NICT_Kyoto.1230 yahoo-ja.15776 87.825 0.27203557294816516 10
NICT_Kyoto.1230 yahoo-ja.15952 74.0909090909091 1.0309534181080637 11
NICT_Kyoto.1230 yahoo-ja.16013 50.0 -0.41483856031187194 13
NICT_Kyoto.1230 yahoo-ja.16102 72.16666666666667 0.11475574053762791 21
NICT_Kyoto.1230 yahoo-ja.16112 74.3157894736842 -0.386016271498867 19
NICT_Kyoto.1230 yahoo-ja.16798 69.77777777777777 -0.11553450226595359 18
NICT_Kyoto.1230 yahoo-ja.16906 68.8695652173913 0.0885108481504799 23
NICT_Kyoto.1230 yahoo-ja.17017 94.07692307692308 0.262389789981581 13
NICT_Kyoto.1230 yahoo-ja.17019 45.63636363636363 -0.5039196007500341 11
NICT_Kyoto.1230 yahoo-ja.17288 91.4375 0.046260040261904355 16
NICT_Kyoto.1230 yahoo-ja.17488 21.6 -0.5962501682041779 15
NICT_Kyoto.1230 yahoo-ja.17494 88.9090909090909 0.06453486601839045 11
NICT_Kyoto.1230 yahoo-ja.17640 91.83333333333333 0.3701269171289609 6
NICT_Kyoto.1230 yahoo-ja.17902 73.27272727272727 0.4640984432920389 11
NICT_Kyoto.1230 yahoo-ja.17975 51.285714285714285 -1.0632821970419333 7
NICT_Kyoto.1230 yahoo-ja.18036 77.44 0.010844336454144732 25
NICT_Kyoto.1230 yahoo-ja.18064 89.27272727272727 0.7676692908306687 11
NICT_Kyoto.1230 yahoo-ja.18146 69.55263157894737 -0.2512887547300802 19
NICT_Kyoto.1230 yahoo-ja.18435 58.7 -0.1846106860209927 10
NICT_Kyoto.1230 yahoo-ja.18804 77.36363636363636 0.435982537556179 11
NICT_Kyoto.1230 yahoo-ja.18858 90.0 0.17853811824616794 17
NICT_Kyoto.1230 yahoo-ja.19195 57.93333333333333 -0.002015761144027765 15
NICT_Kyoto.1230 yahoo-ja.19222 47.625 -0.7154175297360592 4
NICT_Kyoto.1230 yahoo-ja.19385 83.3076923076923 -0.023673932739065935 13
NICT_Kyoto.1230 yahoo-ja.19442 72.04166666666667 0.5429608047226772 12
NICT_Kyoto.1230 yahoo-ja.19494 69.8 0.2668305498959699 10
