RAW.SCR Z.SCR N SYS N.ALL
68.4337511190689 -0.0353362434681079 1117 OPPO.191 1269
71.11898274296091 0.0660754788233231 1101 Helsinki.994 1259
72.8705985915493 0.16723114282304502 1136 Facebook_AI.729 1308
70.260859929078 0.0718126272141954 1128 SRPOL.385 1298
70.1599813432836 0.0550597758957625 1072 NRC.985 1246
70.105461393597 0.0470744926499813 1062 UQAM_TanLe.520 1224
73.1370967741936 0.168251925272642 1085 NiuTrans.1206 1260
68.7847405452946 0.00613872585315825 1137 NICT_Kyoto.1220 1297
70.6747388414055 0.0961763611129336 1053 Groningen.1301 1188
70.246999076639 0.0540961046145875 1083 UEDIN.1282 1246
71.1805431878896 0.0995345932878452 1123 CUNI-Transfer.375 1302
