RAW.SCR Z.SCR N SYS N.ALL 
84.5966801256169 0.219925007273862 743 OPPO.1360 1009 
78.8101398601399 0.0853275778302752 715 Online-Z.1629 1069 
82.0846656976744 0.166675753030441 688 Online-B.1587 1027 
74.1787455673759 -0.0792202424244824 752 WMTBiomedBaseline.387 1207 
71.1235182550972 -0.10568078403021 703 zlabs-nlp.1153 1172 
79.7942176870748 0.170661152704005 686 PROMT_NMT.77 1132 
82.2374491180461 0.185885092244838 737 HUMAN.0 1073 
81.5413085004776 0.178842889089048 698 Tohoku-AIP-NTT.1442 1154 
81.326332429991 0.178511763762076 738 Online-A.1571 1078 
20.4917458163727 -1.61780343365286 737 yolo.1052 1039 
82.5553579895685 0.228241149897323 703 Huoshan_Translate.789 1101 
81.544591611479 0.172392928080582 755 Online-G.1553 1129 
78.5088555858311 0.130645733047552 734 UEDIN.1066 1113 
