RAW.SCR Z.SCR N SYS N.ALL
71.9424740484429 0.11621201009366698 578 Huoshan_Translate.1431 696
53.894736842105296 -0.450678365950336 589 TALP_UPC.192 693
68.9217519685039 0.175799118471687 508 Online-B.1604 594
64.471766848816 -0.0678375838805347 549 Online-A.1584 629
66.4304308797127 0.0010436535183987801 557 zlabs-nlp.1180 674
68.7117202268431 0.203322115863525 529 GTCOM.1409 641
53.680412371134004 -0.39829478512560396 582 Online-G.1568 667
64.4782608695652 0.006822265946135529 506 Online-Z.1645 584
70.3458904109589 0.20188711125534803 438 OPPO.1364 497
60.7687007874016 -0.0196343183347031 508 UEDIN.384 618
67.5316957210777 -0.0163945125532707 631 Microsoft_STC_India.264 771
70.881404174573 0.14990906157716102 527 NiuTrans.1540 579
63.36498257839721 -0.0779790097440278 574 DCU.988 622
73.8580677290837 0.17319179629917902 502 Facebook_AI.1460 634
