RAW.SCR Z.SCR N SYS N.ALL 
77.4678508514386 0.101990711185132 1703 Huoshan_Translate.919 1979 
76.4810240963855 0.0277692790367291 1660 THUNLP.1498 1917 
75.9865790976585 0.0163558107761155 1751 SJTU-NICT.320 2021 
74.7136258660508 -0.0781832335644553 1732 dong-nmt.1207 2084 
72.2275362318841 -0.10562523274938 1725 zlabs-nlp.1176 1967 
77.9642231308411 0.0508906217127797 1712 DeepMind.381 2095 
71.7175438596491 -0.071139302557744 1710 Online-G.1569 2046 
67.2691394658754 -0.332754233570021 1685 WMTBiomedBaseline.183 1989 
72.3770278099652 -0.000323371131514792 1726 Huawei_TSC.889 2072 
77.5104395604396 0.0505498443868076 1820 OPPO.1422 2129 
76.6650485436893 0.0630899720754086 1648 Tencent_Translation.1249 1924 
77.7733372228705 0.0603791140407922 1714 Online-B.1605 2010 
77.6284848484848 0.0886791722178333 1650 DiDi_NLP.401 1964 
77.3532148900169 0.0772065883080364 1773 WeChat_AI.1525 2084 
76.0939340400471 -0.0168940059283705 1698 Online-A.1585 1974 
72.6213114754098 -0.134975277995927 1830 Online-Z.1646 2292 
74.7999707773232 -0.0290093549325213 1711 HUMAN.0 2049 
