SYS SEGID RAW.SCR Z.SCR N
DCU.1020 abcnews.364002 62.111111111111114 -0.0199087560009337 9
DCU.1020 allafrica.15239 87.88 0.09874917709019121 25
DCU.1020 allafrica.15247 87.63636363636364 0.3449665635715124 11
DCU.1020 allafrica.15274 76.66666666666667 -0.050850057448223414 12
DCU.1020 allafrica.15310 70.0 -0.3279436926312832 13
DCU.1020 brisbanetimes.com.au.225973 78.84210526315789 0.4516545445506991 19
DCU.1020 cnbc.com.33934 75.6875 0.2633290129083424 16
DCU.1020 cnbc.com.33999 77.17857142857143 0.4046413072893973 14
DCU.1020 cnn.385803 61.0 -0.3193433729712684 5
DCU.1020 en.ndtv.com.12992 67.62068965517241 0.16723428515707253 29
DCU.1020 en.ndtv.com.13009 79.0 0.9603546720350012 13
DCU.1020 en.ndtv.com.13028 54.5 -0.9088813098012984 10
DCU.1020 express.co.uk.11016 74.97058823529412 0.3244531624204547 17
DCU.1020 gateway-zh.135 66.01923076923077 0.12833579032397696 26
DCU.1020 guardian.260714 58.06666666666667 0.007845359799184154 30
DCU.1020 guardian.260829 76.8 0.3951232320381054 5
DCU.1020 huffingtonpost.com.19397 39.541666666666664 0.11260164952266975 12
DCU.1020 independent.280913 69.9 0.03204667246112165 10
DCU.1020 news.com.au.759058 73.25 0.45245585238512803 20
DCU.1020 news.com.au.759099 77.52173913043478 -0.19548369846654032 23
DCU.1020 news.com.au.759144 67.85714285714286 -0.2215378768830952 7
DCU.1020 reuters.276576 41.36363636363637 -0.38201132086392137 22
DCU.1020 reuters.276702 72.82352941176471 0.3076335646008793 17
DCU.1020 rte.en.ie.5285 76.61538461538461 0.3668084948062376 13
DCU.1020 rte.en.ie.5293 75.28571428571429 -0.05799309603879351 7
DCU.1020 rte.en.ie.5312 85.10714285714286 0.08901877836460992 14
DCU.1020 scotsman.155284 72.05 -0.7346105386694696 20
DCU.1020 scotsman.155321 71.89285714285714 -0.23522516222768822 28
DCU.1020 seattle_times.7024 41.28125 -0.8468069846218531 16
DCU.1020 seattle_times.7452 58.125 -0.9096212654462953 8
DCU.1020 standard.co.uk.14514 74.33333333333333 0.20716369586123703 12
DCU.1020 standard.co.uk.14548 65.38235294117646 0.22151915380942136 17
DCU.1020 stv.tv.21627 49.63157894736842 -0.3077184186752724 19
DCU.1020 stv.tv.21635 72.0 0.617441961862058 11
DCU.1020 thesun.co.uk.27296 54.45 -0.6362838372720654 20
Facebook_AI.1393 abcnews.363893 72.71428571428571 -0.091561550163256 7
Facebook_AI.1393 allafrica.15247 76.72727272727273 0.8270230048828264 11
Facebook_AI.1393 allafrica.15310 78.76923076923077 0.21257686535604 13
Facebook_AI.1393 allafrica.15323 83.28571428571429 0.814896634850686 7
Facebook_AI.1393 cbsnews.302129 70.43939393939394 0.6987898006801081 22
Facebook_AI.1393 cnn.385761 95.96 0.8289938947822274 25
Facebook_AI.1393 cnn.385803 70.0 0.9253165688498705 5
Facebook_AI.1393 dailymail.co.uk.365144 83.15789473684211 1.0274917376853683 19
Facebook_AI.1393 en.ndtv.com.12997 69.875 0.9033964115419355 24
Facebook_AI.1393 en.ndtv.com.13009 82.61538461538461 0.6193344002936768 13
Facebook_AI.1393 foxnews.100074 85.6 0.9596961596521171 10
Facebook_AI.1393 guardian.260829 80.8 0.5398756415330761 5
Facebook_AI.1393 huffingtonpost.com.19311 78.45 0.21327402735565126 20
Facebook_AI.1393 kcal.268 79.225 1.0128353866268887 20
Facebook_AI.1393 news.com.au.759144 78.71428571428571 0.2051808294032167 7
Facebook_AI.1393 news.com.au.759149 84.44666666666667 0.41799068935136086 25
Facebook_AI.1393 reuters.276539 80.0909090909091 0.6163272364030292 11
Facebook_AI.1393 reuters.276576 81.77272727272727 0.5425906998289899 22
Facebook_AI.1393 reuters.276654 88.65217391304348 0.8888597861818858 23
Facebook_AI.1393 rte.en.ie.5291 87.83333333333333 0.37745521840173796 9
Facebook_AI.1393 rte.en.ie.5293 72.0 0.48970563152684365 7
Facebook_AI.1393 rte.en.ie.5312 81.14285714285714 0.5589470519012865 14
Facebook_AI.1393 scotsman.155321 58.80357142857143 0.49390949539215917 28
Facebook_AI.1393 seattle_times.7452 83.25 0.865027237250877 8
Facebook_AI.1393 standard.co.uk.14548 75.41176470588235 0.9139391603454714 17
