SYS SEGID RAW.SCR Z.SCR N SID
SJTU-NICT.370 standard.co.uk.14514::11 88.25 0.6746751807622411 4 596
SJTU-NICT.370 cbsnews.302129::8 49.0 -0.19068069455087197 3 633
SJTU-NICT.370 huffingtonpost.com.19311::2 37.6666666666667 -0.649426943581505 3 338
SJTU-NICT.370 huffingtonpost.com.19311::7 31.3333333333333 -0.8211896856451429 3 343
SJTU-NICT.370 huffingtonpost.com.19311::18 42.3333333333333 -0.488959412395702 3 354
SJTU-NICT.370 reuters.276702::5 76.5 0.590384123492667 2 449
SJTU-NICT.370 reuters.276702::8 71.5 0.419107380724916 2 452
SJTU-NICT.370 allafrica.15274::6 43.8333333333333 -0.664029037045793 6 907
SJTU-NICT.370 allafrica.15274::3 59.4 -0.160591727550882 5 904
SJTU-NICT.370 scotsman.155321::8 34.5 -0.8627833042398749 4 364
SJTU-NICT.370 scotsman.155321::24 41.6666666666667 -0.746835540770468 3 380
SJTU-NICT.370 guardian.260694::10 56.3333333333333 -0.0391746267874633 3 221
SJTU-NICT.370 guardian.260694::17 90.3333333333333 1.03919174699207 3 228
SJTU-NICT.370 scotsman.155284::2 60.6666666666667 0.100245631651405 3 2
SJTU-NICT.370 scotsman.155284::4 43.6666666666667 -0.494304297766544 3 4
SJTU-NICT.370 stv.tv.21627::13 64.5 -0.140155480451603 2 785
SJTU-NICT.370 voa-zimbabwe.640::2 49.6666666666667 -0.333050091025977 3 515
SJTU-NICT.370 abcnews.364002::6 52.6666666666667 -0.24201749459949698 3 868
SJTU-NICT.370 reuters.276654::7 77.3333333333333 0.326140586163565 3 124
SJTU-NICT.370 reuters.276654::18 66.6666666666667 -0.0375264898266036 3 135
SJTU-NICT.370 reuters.276654::19 83.3333333333333 0.4653182915213929 3 136
SJTU-NICT.370 thesun.co.uk.27296::13 63.0 0.14451808714175698 2 33
SJTU-NICT.370 thelocal.77710::12 76.5 0.610427456743453 2 803
SJTU-NICT.370 cnbc.com.33999::12 28.0 -0.415758877317882 2 209
SJTU-NICT.370 cnbc.com.33999::13 34.0 -0.171428664034465 2 210
SJTU-NICT.370 allafrica.15239::6 87.0 0.46732146911970796 4 293
SJTU-NICT.370 dailymail.co.uk.365293::15 71.3333333333333 0.188897332594482 3 612
SJTU-NICT.370 express.co.uk.11016::14 52.6666666666667 0.23540349194619298 3 333
SJTU-NICT.370 foxnews.100074::1 76.3333333333333 0.462288383876183 3 804
SJTU-NICT.370 allafrica.15239::9 87.0 0.43980446312639104 2 296
SJTU-NICT.370 allafrica.15239::25 85.5 0.372902001644484 2 312
SJTU-NICT.370 standard.co.uk.14548::5 33.0 -0.40214049875816493 3 501
SJTU-NICT.370 en.ndtv.com.13158::17 88.5 1.09651945472268 2 674
SJTU-NICT.370 cnn.385761::10 23.0 -0.859161159502785 2 886
SJTU-NICT.370 cnn.385761::14 29.5 -0.569734871858564 2 890
SJTU-NICT.370 cnn.385761::19 65.5 0.716419155527965 2 895
SJTU-NICT.370 cbsnews.302129::2 47.3333333333333 -0.14705719482073498 3 627
SJTU-NICT.370 huffingtonpost.com.19311::5 44.6666666666667 -0.40672291821676293 3 341
SJTU-NICT.370 huffingtonpost.com.19311::16 44.0 -0.43291372415961 3 352
SJTU-NICT.370 allafrica.15274::5 72.6 0.3680829939571699 5 906
SJTU-NICT.370 allafrica.15274::11 71.6666666666667 0.21973808149575896 3 912
SJTU-NICT.370 dailymail.co.uk.365293::3 53.0 -0.36053602590549894 3 600
SJTU-NICT.370 allafrica.15274::2 51.8 -0.380915694846365 5 903
SJTU-NICT.370 reuters.276576::7 46.25 -0.684468687552806 4 182
SJTU-NICT.370 reuters.276576::8 80.75 0.5907859632809399 4 183
SJTU-NICT.370 reuters.276576::13 52.5 -0.501319098791791 4 188
SJTU-NICT.370 reuters.276576::4 25.75 -1.4690239944866699 4 179
SJTU-NICT.370 reuters.276576::15 85.5 0.7823970891089019 2 190
SJTU-NICT.370 seattle_times.7019::5 66.6666666666667 -0.0134624615738757 3 389
SJTU-NICT.370 seattle_times.7019::7 82.6666666666667 0.574572299615682 3 391
SJTU-NICT.370 guardian.260694::28 50.3333333333333 -0.18119097522007 3 239
SJTU-NICT.370 guardian.260694::5 53.2 -0.23750454438521898 5 216
SJTU-NICT.370 guardian.260694::23 50.6666666666667 -0.12261374021388902 3 234
SJTU-NICT.370 guardian.260694::24 64.6666666666667 0.29261716442594604 3 235
SJTU-NICT.370 gateway-zh.135::13 75.0 0.204007441027483 3 759
SJTU-NICT.370 rte.en.ie.5307::10 49.6666666666667 -0.0201181229006843 3 61
SJTU-NICT.370 news.com.au.759058::5 60.6666666666667 0.33378918989866996 3 531
SJTU-NICT.370 news.com.au.759058::14 79.6666666666667 0.8045661822334151 3 540
SJTU-NICT.370 news.com.au.759058::11 78.6666666666667 0.823093940507674 3 537
SJTU-NICT.370 rte.en.ie.5312::8 45.0 -0.287966135633399 3 438
SJTU-NICT.370 scotsman.155284::9 72.0 0.43057263496343395 3 9
SJTU-NICT.370 reuters.276654::5 54.0 -0.46564100283225 3 122
SJTU-NICT.370 en.ndtv.com.13028::1 56.0 -0.4206360089193811 2 487
SJTU-NICT.370 thesun.co.uk.27296::5 67.5 0.298894290821584 2 25
SJTU-NICT.370 thesun.co.uk.27296::7 71.5 0.43390327523744604 2 27
SJTU-NICT.370 cnbc.com.33999::11 32.0 -0.28255822172803197 2 208
SJTU-NICT.370 express.co.uk.11016::10 52.6666666666667 0.23985188776515498 3 329
SJTU-NICT.370 express.co.uk.11016::17 33.6666666666667 -0.43689583250938296 3 336
SJTU-NICT.370 allafrica.15239::14 67.5 -0.281759042328253 2 301
SJTU-NICT.370 standard.co.uk.14548::2 56.6666666666667 0.148719856641793 3 498
SJTU-NICT.370 cnn.385761::6 53.5 0.29341474776267895 2 882
SJTU-NICT.370 standard.co.uk.14514::12 76.0 0.323580276052177 3 597
SJTU-NICT.370 rte.en.ie.5293::6 84.5 0.616688828360533 2 397
SJTU-NICT.370 cbsnews.302129::6 42.0 -0.5021371558504589 3 631
SJTU-NICT.370 cbsnews.302129::16 50.0 -0.15007187508547598 3 641
SJTU-NICT.370 reuters.276702::9 60.5 0.0648111854180855 2 453
SJTU-NICT.370 allafrica.15274::1 63.2 0.0059144775162868 5 902
SJTU-NICT.370 allafrica.15274::8 69.6666666666667 0.30442668186439803 3 909
SJTU-NICT.370 allafrica.15274::12 70.2 0.30719350093241304 5 913
SJTU-NICT.370 scotsman.155321::18 70.0 0.16049438106026598 3 374
SJTU-NICT.370 reuters.276576::11 44.5 -0.733568843380902 2 186
SJTU-NICT.370 reuters.276576::19 82.0 0.6422404500490889 2 194
SJTU-NICT.370 reuters.276576::5 62.75 -0.0894618258698373 4 180
SJTU-NICT.370 gateway-zh.135::7 76.3333333333333 0.21728065720305104 3 753
SJTU-NICT.370 gateway-zh.135::11 84.0 0.44064781700965894 5 757
SJTU-NICT.370 rte.en.ie.5307::14 41.3333333333333 -0.274557732223494 3 65
SJTU-NICT.370 rte.en.ie.5307::20 45.6666666666667 -0.058957914341655995 3 71
SJTU-NICT.370 rte.en.ie.5312::10 55.0 -0.00805278700865167 3 440
SJTU-NICT.370 rte.en.ie.5312::11 65.3333333333333 0.440028072398773 3 441
SJTU-NICT.370 scotsman.155284::17 43.0 -0.496644187947031 3 17
SJTU-NICT.370 abcnews.364002::5 74.75 0.6198916906902919 4 867
SJTU-NICT.370 thelocal.77710::2 60.5 0.0527800481859875 2 793
SJTU-NICT.370 cnbc.com.33999::7 56.25 0.38667324069638104 4 204
SJTU-NICT.370 cnbc.com.33999::5 40.25 -0.11187612789483199 4 202
SJTU-NICT.370 metro.co.uk.12127::8 48.2 -0.228888985131862 5 430
