RAW.SCR Z.SCR N SYS N.ALL
84.5966801256169 0.219925007273862 743 OPPO.1360 1009
78.8101398601399 0.0853275778302752 715 Online-Z.1629 1069
82.08466569767441 0.16667575303044102 688 Online-B.1587 1027
74.17874556737591 -0.0792202424244824 752 WMTBiomedBaseline.387 1207
71.1235182550972 -0.10568078403021 703 zlabs-nlp.1153 1172
79.79421768707479 0.17066115270400503 686 PROMT_NMT.77 1132
82.23744911804609 0.18588509224483804 737 Human-B.0 1073
81.54130850047758 0.17884288908904802 698 Tohoku-AIP-NTT.1442 1154
81.326332429991 0.178511763762076 738 Online-A.1571 1078
20.4917458163727 -1.6178034336528602 737 yolo.1052 1039
82.5553579895685 0.228241149897323 703 Huoshan_Translate.789 1101
81.54459161147899 0.172392928080582 755 Online-G.1553 1129
78.50885558583109 0.13064573304755198 734 UEDIN.1066 1113
