RAW.SCR Z.SCR N SYS N.ALL
71.8734922354641 0.36937339193170293 923 NRC.715 1643
74.56708424110379 0.36836807969335494 918 Facebook_AI.1465 1555
68.8935865504359 0.0838663250055989 803 UQAM_TanLe.521 1546
77.4147316538883 0.40861643464673497 913 CUNI-Transfer.1009 1677
66.4018655186552 0.081497875799269 813 UEDIN.1281 1687
71.5971685317057 0.339460713633816 983 Groningen.1392 2052
72.75500341530051 0.28167485006403903 976 SRPOL.383 1683
75.17451499118171 0.296468084593719 945 Helsinki.992 1748
48.224799099967896 -0.38415976312741207 1037 OPPO.722 2068
75.2600698486612 0.42537825745242497 859 MultiLingual_Engine_Ubiqus.525 1569
79.2178380600082 0.36362403406300103 811 NICT_Kyoto.1219 1191
90.5324773413897 0.574480187213835 662 Human-A.0 1024
