BLEURT_DASH_extended 0.6364 99
COMET 0.7576 99
COMET_DASH_2R 0.6364 99
COMET_DASH_HTER 0.6566 99
COMET_DASH_MQM 0.6566 99
COMET_DASH_QE 0.6566 99
COMET_DASH_Rank 0.596 99
CharacTER 0.6566 99
EED 0.5556 99
MEE 0.4949 99
OpenKiwi_DASH_Bert 0.1111 99
OpenKiwi_DASH_XLMR 0.596 99
TER 0.6162 99
YiSi_DASH_0 0.5152 99
YiSi_DASH_1 0.6566 99
YiSi_DASH_2 0.4343 99
chrF 0.6162 99
chrF_PLUS__PLUS_ 0.596 99
esim 0.596 99
mBERT_DASH_L2 0.596 99
parbleu 0.596 99
paresim_DASH_1 0.596 99
prism 0.3737 99
sentBLEU 0.596 99
