BERT_DASH_base_DASH_L2 0.1393 955
BERT_DASH_large_DASH_L2 0.0911 955
BLEURT 0.1246 955
BLEURT_DASH_extended 0.1141 955
COMET 0.1141 955
COMET_DASH_2R 0.1162 955
COMET_DASH_HTER 0.133 955
COMET_DASH_MQM 0.1141 955
COMET_DASH_QE 0.05969 955
COMET_DASH_Rank 0.1309 955
CharacTER 0.04921 955
EED 0.06387 955
MEE 0.1141 955
OpenKiwi_DASH_Bert 0.06387 955
OpenKiwi_DASH_XLMR 0.1141 955
TER 0.06806 955
YiSi_DASH_0 0.02199 955
YiSi_DASH_1 0.1141 955
YiSi_DASH_2 0.07225 955
chrF 0.0911 955
chrF_PLUS__PLUS_ 0.1099 955
esim 0.1099 955
mBERT_DASH_L2 0.1183 955
parbleu 0.04503 955
parchrf_PLUS__PLUS_ 0.08063 955
paresim_DASH_1 0.09319 955
prism 0.156 955
sentBLEU 0.05759 955
