BERT_DASH_base_DASH_L2 0.2227 440
BERT_DASH_large_DASH_L2 0.2909 440
BLEURT 0.2591 440
BLEURT_DASH_extended 0.2455 440
COMET 0.2182 440
COMET_DASH_2R 0.2318 440
COMET_DASH_HTER 0.1909 440
COMET_DASH_MQM 0.2409 440
COMET_DASH_QE 0.1273 440
COMET_DASH_Rank 0.1545 440
CharacTER 0.1955 440
EED 0.2 440
MEE 0.2455 440
OpenKiwi_DASH_Bert 0.1455 440
OpenKiwi_DASH_XLMR 0.2273 440
SWSS_PLUS_METEOR 0.2909 440
TER 0.2136 440
YiSi_DASH_0 0.2227 440
YiSi_DASH_1 0.3 440
YiSi_DASH_2 0.1955 440
chrF 0.2 440
chrF_PLUS__PLUS_ 0.2091 440
esim 0.2364 440
mBERT_DASH_L2 0.2591 440
parbleu 0.1773 440
parchrf_PLUS__PLUS_ 0.2318 440
paresim_DASH_1 0.2318 440
prism 0.2364 440
sentBLEU 0.15 440
