BLEURT_DASH_extended 0.3782 312
COMET 0.4038 312
COMET_DASH_2R 0.391 312
COMET_DASH_HTER 0.4103 312
COMET_DASH_MQM 0.3718 312
COMET_DASH_QE 0.25 312
COMET_DASH_Rank 0.3205 312
CharacTER 0.2628 312
EED 0.3397 312
MEE 0.3141 312
OpenKiwi_DASH_Bert 0.1474 312
OpenKiwi_DASH_XLMR 0.3141 312
TER 0.3077 312
YiSi_DASH_0 0.3269 312
YiSi_DASH_1 0.359 312
YiSi_DASH_2 0.2244 312
Yisi_DASH_combi 0.3526 312
bleurt_DASH_combi 0.3526 312
chrF 0.3974 312
chrF_PLUS__PLUS_ 0.3718 312
esim 0.2372 312
mBERT_DASH_L2 0.3077 312
parbleu 0.2692 312
parchrf_PLUS__PLUS_ 0.3397 312
paresim_DASH_1 0.2372 312
prism 0.3782 312
sentBLEU 0.359 312
