BERT_DASH_base_DASH_L2 0.1511 311
BERT_DASH_large_DASH_L2 0.119 311
BLEURT 0.09968 311
BLEURT_DASH_extended 0.1125 311
COMET 0.06109 311
COMET_DASH_2R 0.09325 311
COMET_DASH_HTER 0.1383 311
COMET_DASH_MQM 0.119 311
COMET_DASH_QE 0.02251 311
COMET_DASH_Rank 0.03537 311
CharacTER 0.1447 311
EED 0.1254 311
MEE 0.1897 311
OpenKiwi_DASH_Bert 0.1125 311
OpenKiwi_DASH_XLMR 0.1447 311
SWSS_PLUS_METEOR 0.02894 311
TER 0.04823 311
YiSi_DASH_0 0.1254 311
YiSi_DASH_1 0.119 311
YiSi_DASH_2 0.05466 311
chrF 0.209 311
chrF_PLUS__PLUS_ 0.1576 311
esim 0.08682 311
mBERT_DASH_L2 0.1576 311
parbleu 0.1383 311
parchrf_PLUS__PLUS_ 0.164 311
paresim_DASH_1 0.05466 311
prism 0.119 311
sentBLEU 0.1254 311
