BERT_DASH_base_DASH_L2 0.07475 495
BERT_DASH_large_DASH_L2 0.0303 495
BLEURT 0.03838 495
BLEURT_DASH_extended 0.01414 495
COMET -0.01818 495
COMET_DASH_2R 0.0303 495
COMET_DASH_HTER 0.04242 495
COMET_DASH_MQM 0.07475 495
COMET_DASH_QE 0.04242 495
COMET_DASH_Rank -0.02626 495
CharacTER 0.07879 495
EED 0.006061 495
MEE -0.006061 495
OpenKiwi_DASH_Bert 0.04646 495
OpenKiwi_DASH_XLMR 0.0101 495
TER -0.00202 495
YiSi_DASH_0 0.006061 495
YiSi_DASH_1 0.03434 495
YiSi_DASH_2 -0.07475 495
chrF 0.00202 495
chrF_PLUS__PLUS_ 0.006061 495
esim 0.1636 495
mBERT_DASH_L2 -0.006061 495
parbleu -0.00202 495
parchrf_PLUS__PLUS_ 0.04242 495
paresim_DASH_1 0.1556 495
prism -0.00202 495
sentBLEU -0.05455 495
