BLEURT_DASH_extended 0.4882 254
COMET 0.3465 254
COMET_DASH_2R 0.4094 254
COMET_DASH_HTER 0.3071 254
COMET_DASH_MQM 0.2913 254
COMET_DASH_QE 0.1417 254
COMET_DASH_Rank 0.1654 254
CharacTER 0.04724 254
EED 0.2283 254
MEE 0.07087 254
OpenKiwi_DASH_Bert 0.02362 254
OpenKiwi_DASH_XLMR 0.09449 254
TER 0.09449 254
YiSi_DASH_0 0.2283 254
YiSi_DASH_1 0.3386 254
YiSi_DASH_2 -0.1181 254
chrF 0.1654 254
chrF_PLUS__PLUS_ 0.1654 254
esim 0.315 254
mBERT_DASH_L2 0.2992 254
parbleu 0.2362 254
parchrf_PLUS__PLUS_ 0.2047 254
paresim_DASH_1 0.3307 254
prism 0.2835 254
sentBLEU 0.1496 254
