BERT_DASH_base_DASH_L2 -0.01323 529
BERT_DASH_large_DASH_L2 -0.02836 529
BLEURT -0.009452 529
BLEURT_DASH_extended 0.005671 529
COMET 0.06994 529
COMET_DASH_2R 0.04726 529
COMET_DASH_HTER 0.0397 529
COMET_DASH_MQM 0.04348 529
COMET_DASH_QE -0.02836 529
COMET_DASH_Rank 0.09641 529
CharacTER 0.05104 529
EED 0.01701 529
MEE -0.01323 529
OpenKiwi_DASH_Bert 0.0775 529
OpenKiwi_DASH_XLMR 0.01701 529
SWSS_PLUS_METEOR 0.04726 529
TER -0.0586 529
YiSi_DASH_0 0.03592 529
YiSi_DASH_1 0.06238 529
YiSi_DASH_2 0.1531 529
chrF 0.02079 529
chrF_PLUS__PLUS_ 0.03592 529
esim -0.01701 529
mBERT_DASH_L2 -0.03592 529
parbleu 0.03214 529
parchrf_PLUS__PLUS_ 0.0397 529
paresim_DASH_1 -0.02079 529
prism 0.0586 529
sentBLEU 0.0586 529
