LP SYSTEM HUMAN HUMAN_RAW BLEU TER chrF++ chrF sentBLEU BERT-base-L2 BERT-large-L2 BLEURT-extended BLEURT COMET-2R COMET-HTER COMET-MQM COMET-QE COMET-Rank COMET CharacTER EED MEE OpenKiwi-Bert OpenKiwi-XLMR YiSi-0 YiSi-1 YiSi-2 esim mBERT-L2 parbleu parchrf++ paresim-1 prism
de-en_B OPPO.1360 0.219925007273862 84.5966801256169 41.9464 -0.4445 65.6429 0.67752 38.303876433121 0.4559964203530816 0.458470853707593 0.3373494886478801 0.3915237574820306 0.6447621029356767 0.9512010926024834 0.8339144007035881 0.3708880153014208 0.2142007514085279 0.6508623699449999 -0.3480389025611296 -0.28548541208195266 0.6350814330323576 0.2447160988998641 0.3793085531396851 0.751313510828 0.9550394242039999 0.9289684254780001 0.6654957088742666 0.4286127887903505 48.0 70.108 0.629435736852087 -1.20805
de-en_B Online-Z.1629 0.0853275778302752 78.8101398601399 35.0165 -0.501 61.381 0.63768 32.51336369426753 0.3265907826886815 0.32117313978019035 0.2086268770561856 0.28546479570258193 0.5637807114773495 0.9261461010985788 0.7471107817949003 0.2816971122664173 0.1983031958488324 0.5391771526876719 -0.3939692225049801 -0.3201301442898193 0.5903644929300472 0.1748998509067449 0.3197865591283627 0.708594526115 0.94310368535 0.92686337707 0.5919963955357196 0.3279108525461452 39.8 65.6462 0.5563240712283144 -1.4064299999999998
de-en_B Online-B.1587 0.16667575303044102 82.08466569767441 40.8664 -0.4499 64.9575 0.67089 37.303887006369415 0.444507457989796 0.4412107348821725 0.3239766242682554 0.383675736416677 0.6385538964312832 0.950321496663627 0.8283224713840303 0.3552490409178537 0.21418048953675944 0.6439853856968841 -0.35874977613525544 -0.2949185782913 0.6252059485875191 0.2430291498827327 0.3819732530410313 0.7459615847130001 0.954387703185 0.929253640764 0.6622296341949967 0.4139979974384521 46.5 69.1786 0.6235653476492994 -1.22228
de-en_B WMTBiomedBaseline.387 -0.0792202424244824 74.17874556737591 31.0441 -0.5454 57.4445 0.59741 28.16767515923565 0.1783657875979782 0.18709290469907647 0.05912536818320584 0.1160876150343828 0.4247755108531683 0.9088868373862592 0.7109787176369102 0.2398097948367093 0.16992948400003058 0.3667035242601944 -0.4530094448742061 -0.3595017306696457 0.5500335008640148 0.1480933667534286 0.2362752808720633 0.675161028025 0.932189551592 0.9222908076430001 0.4800386353425539 0.18053818523504173 35.2 61.6346 0.4470432844629903 -1.6380299999999999
de-en_B zlabs-nlp.1153 -0.10568078403021 71.1235182550972 30.4771 -0.5587 56.811 0.59077 27.30668165605097 -0.01113711749292483 0.038839010922772116 -0.11110449154285867 -0.056394678582051765 0.35339467305049393 0.8788791280951659 0.6343961272839528 0.19891777495015892 0.16081083001741103 0.22669876209774595 -0.4547895777172011 -0.3727829153109698 0.5332717782864171 -0.03157094448425208 0.048660604601168334 0.663230910828 0.9236690382170001 0.925860277707 0.32030594864753403 0.020708073542755882 34.3 60.9797 0.2862420376176667 -1.7746400000000002
de-en_B PROMT_NMT.77 0.17066115270400506 79.79421768707479 38.6345 -0.4619 63.4888 0.65713 35.26861006369429 0.3991003233536034 0.3928623743117993 0.2717719664714139 0.3371506749824354 0.6074010491762666 0.9425640617040502 0.8069169141304721 0.3365564349106239 0.2042148521250309 0.6029867335513329 -0.3701658611880765 -0.3050528308430058 0.6100435120909014 0.2272176236507429 0.3590830144703768 0.734254444586 0.951313328662 0.929761736306 0.6371180302208397 0.3748496944167811 44.6 67.7996 0.6012870280012773 -1.27518
de-en_B Human-B.0 0.18588509224483804 82.23744911804609             0.3713836562381183      0.2081341141087424 0.3606985325147961   0.9230898458600001      
de-en_B Tohoku-AIP-NTT.1442 0.17884288908904802 81.54130850047758 42.1886 -0.4337 66.5756 0.68594 38.61667541401274 0.4826751403178379 0.480485193307992 0.3536103637639884 0.4195798434649303 0.6640860562823759 0.9562812422408136 0.8436200584955276 0.3849004191600801 0.22522409405431304 0.676693943923541 -0.3366768174380385 -0.28247874923952065 0.6407399219336771 0.252738400380228 0.3975879102280945 0.7553726828030001 0.957735035669 0.9313817375799999 0.6808949425863992 0.4340237400334352 48.1 70.9478 0.6438517397898398 -1.15355
de-en_B Online-A.1571 0.178511763762076 81.326332429991 39.6233 -0.456 64.0631 0.6623899999999999 35.84277222929939 0.4570277404063826 0.4533218002053583 0.33231337858233484 0.39407000097499534 0.6393640081854952 0.9504680704705084 0.8233763999240413 0.364382152263048 0.21515528301274253 0.644936828583384 -0.365567629937176 -0.3007129516879654 0.6127837145113674 0.24552267328569086 0.380270359297372 0.739948346497 0.9544478624200001 0.92894423949 0.6657115580549665 0.40794049847847336 45.6 68.5722 0.6295459139522663 -1.20366
de-en_B yolo.1052 -1.6178034336528602 20.4917458163727 0.2394 -0.9353 17.4184 0.19978 2.185521528662422 -1.6941878294299362 -0.963535531311278 -1.0483746971484202 -1.4597649511258313 -1.3396498139496822 0.31331711980947263 0.10226807577689742 0.000252187162990664 0.06940356097438452 -1.5024450473724658 -0.9447895459341764 -0.6801880819782329 0.15876959376717525 -0.7105956335427465 -1.1019824894418002 0.31630465707 0.7892920127390001 0.8129591401270001 -1.1194005174242008 -1.1588467759691226 0.3 19.937 -1.1204809133793898 -5.16898
