LP SYSTEM HUMAN HUMAN_RAW BLEU TER chrF++ chrF sentBLEU BLEURT-extended COMET-2R COMET-HTER COMET-MQM COMET-QE COMET-Rank COMET CharacTER EED MEE OpenKiwi-Bert OpenKiwi-XLMR YiSi-0 YiSi-1 YiSi-2 esim mBERT-L2 parbleu parchrf++ paresim-1 prism
en-cs Online-B.1589 0.0481696761254184 70.4602681291895 41.1131 -0.4595 62.8806 0.64998 38.19493222849081 0.2298031318328529 0.6712906054609911 0.848465569543932 0.7561471886691152 0.41176046886337386 0.1967366358916101 0.6775753454571887 -0.35569122589290314 -0.3113595213194618 0.5928995822100881 0.08602364956071581 0.4647736676977829 0.7216368727079999 0.951203657264 0.9235781156559999 0.8325340906013596 0.505399301994923 46.0 65.756 0.7932804989837352 -1.19934
en-cs Online-G.1555 -0.215818292606702 62.671977124182995 25.2752 -0.6159 51.1132 0.5392600000000001 24.025911847672763 -0.08750496710662445 0.4036519655331244 0.7638300743764491 0.5818764220959965 0.29187013885358026 0.14324558882534633 0.3122964089287101 -0.4819341572274421 -0.3985827013506056 0.4624687043288779 -0.061847657530091714 0.13983022421598434 0.6378523169960001 0.9348926650210001 0.921958107193 0.6339579468937158 0.04674220843337823 29.1 54.8849 0.6056978191132165 -1.50809
en-cs Online-Z.1630 0.0173790995547409 69.09273202614379 27.9604 -0.5861 53.8404 0.56514 26.231866713681267 0.0738090763422851 0.5579051349373805 0.8135694361565049 0.6877478057379363 0.3411079091351528 0.16875287156995727 0.528468759197148 -0.4568467353104972 -0.3823134345987652 0.4967142950946346 0.0016833899387687825 0.3823472432245741 0.643131788434 0.939958282087 0.923064636107 0.7164488052305659 0.2616273390105564 32.2 57.5565 0.6866881726756272 -1.4185299999999998
en-cs SRPOL.522 0.505330797551817 80.77738379814079 36.459 -0.5079 59.3503 0.61465 34.33356304654445 0.42077697055842544 0.7967202717895463 0.8765122100660954 0.8084927723126957 0.5597388677898842 0.2087641799093191 0.7991550240300501 -0.4010815212894864 -0.34327302945906496 0.5654596592387319 0.10677164485901383 0.5766583890187829 0.68881063787 0.9498243660079999 0.9237027348379999 0.8056950323409775 0.5208122540260067 42.9 63.1109 0.7774425587460546 -1.1659899999999999
en-cs Online-A.1573 0.00791905888263051 68.719823032224 30.8411 -0.5632 55.7325 0.58306 28.426505853314538 0.08740706383467392 0.5298612401131094 0.8027867934520767 0.6602379504974789 0.3475979532600249 0.16502122945563558 0.4897473636969966 -0.43948309075847 -0.3671168564701892 0.5155806061437769 0.016588656979183467 0.2884263729056598 0.66899649048 0.9417253159379999 0.9230960825110001 0.7109974147870148 0.2392765846634113 35.6 59.5317 0.6814945451941535 -1.36091
en-cs UEDIN-CUNI.1482 0.321920766459055 77.091747311828 36.2697 -0.5133 59.3531 0.61532 33.78153681241188 0.33931349183213394 0.7477276826392969 0.8625853559762838 0.7828986672277343 0.5023782626020745 0.20216554604638373 0.7362792202073172 -0.4018891741946497 -0.3438126263793227 0.5615376752484921 0.08545306674106247 0.5219773597035383 0.6875370969679999 0.9486213709450001 0.925158552891 0.7869332348625734 0.4701041953614552 42.4 63.1004 0.7567062259169639 -1.19977
en-cs CUNI-T2T-2018.1071 0.458347949905248 80.4522231204527 35.0831 -0.5257 58.2784 0.60465 32.981362482369505 0.3973105501210151 0.7815964291199295 0.872709108580939 0.8029486383764632 0.5403901777540361 0.20604152521246336 0.7837103751457818 -0.41282019336507736 -0.3508175888613697 0.5528106190227621 0.10419598362068364 0.5705398047495269 0.681652437588 0.94854849859 0.923144602257 0.7867534752614659 0.4962005836650077 41.3 62.1037 0.7593840509350971 -1.19793
en-cs CUNI-Transformer.1080 0.43383782864456 79.3144207066557 35.3999 -0.5227 58.7078 0.60897 33.12646064880115 0.3936709486715212 0.7667015252322252 0.8675232249442146 0.7938189840493316 0.5323653621503357 0.20328781936444595 0.7684636862294378 -0.412532442657257 -0.3483542704741945 0.5544748009201683 0.09371420878480873 0.5401874918947771 0.683406362835 0.9482187207330001 0.923428364598 0.7857038964910172 0.491395883199106 41.8 62.4559 0.7547255504353574 -1.2006299999999999
en-cs Human-A.0 0.6535777545527629 85.64696188019491          0.6253116753567294      0.12296001909744672 0.5713025742605833   0.9170938737659999      
en-cs CUNI-DocTransformer.1450 0.5464632296396571 82.1899705014749 35.8813 -0.5146 59.1472 0.6130800000000001 33.622526304654514 0.4137230754707781 0.7921954334499406 0.8736165910768776 0.8038452906883485 0.5380502484178517 0.20557868969221232 0.7983041893262599 -0.4043099330430729 -0.3433345749255727 0.5655934713912505 0.09335280203474594 0.556804195095027 0.687939825106 0.949597799718 0.923630208745 0.8027856763063475 0.509556989959206 42.0 62.9767 0.7718133343310111 -1.17557
en-cs zlabs-nlp.1151 -0.759610124929068 48.1294633642931 20.2505 -0.6679999999999999 46.8319 0.49776 18.5702612834979 -0.43419031849280737 0.1047172010521574 0.6961581900910236 0.4598716819404042 0.13271501704409114 0.1188850213922336 -0.010018801823657726 -0.5346942557528576 -0.4406730484805886 0.4086061007818442 -0.07167322928945 -0.07384545018972648 0.597170924753 0.925213277856 0.9220684689700002 0.4992928158581173 -0.22340874425930266 23.4 50.6634 0.4756064315251639 -1.6812900000000002
en-cs eTranslation.1048 0.44099527009560496 80.3545060658579 35.6679 -0.5152 58.8569 0.61055 33.38293476727792 0.3666780620119804 0.7554570161560169 0.8661367178891952 0.7908032999829782 0.5217873784136476 0.2030412137421803 0.7571305752060624 -0.4077767041782749 -0.3474587369322703 0.5552552736564259 0.0948800758047526 0.545428917512077 0.684833076516 0.9483681220029999 0.9244434153740001 0.7846794145941021 0.4711495157704283 42.0 62.5826 0.7555036370055317 -1.19815
en-cs OPPO.1121 0.538236217505205 81.8421052631579 36.782 -0.5076 59.6697 0.61833 34.64057651622003 0.4456893047330998 0.8036128753988001 0.8801638993384693 0.8146824157982013 0.5664050937623643 0.20836408902331768 0.8139619041767565 -0.39486784362173794 -0.3387769952597693 0.5702988810778263 0.10530752847325818 0.5950027362802112 0.694421388223 0.950548320169 0.924110122708 0.8094708483498044 0.5422292738858668 43.4 63.5389 0.7817979549137908 -1.1543299999999999
