LP SYSTEM HUMAN HUMAN_RAW BLEU TER chrF++ chrF sentBLEU BLEURT-extended COMET-2R COMET-HTER COMET-MQM COMET-QE COMET-Rank COMET CharacTER EED MEE OpenKiwi-Bert OpenKiwi-XLMR YiSi-0 YiSi-1 YiSi-2 Yisi-combi bleurt-Yisi-combi esim mBERT-L2 parbleu parchrf++ paresim-1 prism
en-de_B PROMT_NMT.73 0.247014407933923 79.32598039215691 31.6588 -0.5593 57.5002 0.6029399999999999 29.535415021156588 0.042596498002496534 0.4834097055856228 0.9119955205229836 0.6927856585570468 0.2973328836687177 0.1931326346527521 0.3834771401628495 -0.4643281932820884 -0.3588906425597837 0.5359566890711276 0.14960556722946244 0.28423781363800565 0.6805210411139999 0.942771450635 0.9346379083220001 0.8158096156394364 0.8158096156394364 0.5422686333433109 0.10497636780437024 39.1 61.8972 0.5053241593849928 -1.25776
en-de_B eTranslation.737 0.31177655258431103 82.4510563380282 37.6409 -0.5103 61.2774 0.63749 35.603414033850434 0.21219886096958884 0.5820094313845564 0.9430503197164078 0.7815465483031591 0.36432259278888535 0.21969683554294575 0.5352622858959294 -0.4190304459376336 -0.3278476261407037 0.5881385820994371 0.207798220628376 0.4009718140574075 0.7076923279269999 0.949476411848 0.935037141749 0.8399728484693468 0.8399728484693468 0.6293555996755115 0.2626196859701312 46.9 65.8354 0.5903350334057561 -1.13147
en-de_B Online-A.1574 0.322221407355888 85.279324009324 36.0957 -0.523 60.4163 0.6306 33.466370803949225 0.13362714441227813 0.5522703903002142 0.9344042478075412 0.7490782101174924 0.3382036935528217 0.21237536089602246 0.4774617294022979 -0.4276137328698811 -0.3376083267302277 0.5689856297184492 0.17964535833918324 0.3338309645479379 0.700730988858 0.9475757016930001 0.9349002348379999 0.8314553849787907 0.8314553849787907 0.5900553991500557 0.18569103420852606 43.7 64.7855 0.5557302452744692 -1.17765
en-de_B Tencent_Translation.1520 0.3845242998439679 84.31345238095241 37.9791 -0.5043 61.8336 0.64336 35.95755141043726 0.21848695474047586 0.5953773901251385 0.945323047966385 0.7891590228916392 0.3654061948571412 0.21890988744192594 0.5434333888895295 -0.4138667999601483 -0.32642122257201395 0.5895415602649191 0.2122324494453218 0.4045991260671334 0.709192557123 0.949923314528 0.935823552891 0.8407009253843211 0.8407009253843211 0.6331729986566961 0.2715748445050757 47.0 66.1743 0.5971667414389246 -1.12245
en-de_B Tohoku-AIP-NTT.890 0.4682086565759671 88.6200726612171 38.7903 -0.5004 62.236 0.6476 36.41546276445696 0.2354545438050047 0.6037503554740571 0.9476766595104644 0.7936632073837712 0.36765787427210944 0.22471068699602814 0.5591939940722856 -0.4030132233168392 -0.3214463731030998 0.5932750817095958 0.2137715538165024 0.4025753379637856 0.71754314866 0.9515309851899999 0.936441379408 0.8435179862510334 0.8435179862510334 0.6492722659162935 0.27565651851455314 46.7 66.6152 0.6102190482888596 -1.1046799999999999
en-de_B Human-P.0 0.298640272530644 84.15003198976329 12.704 -0.8533 42.4937 0.46446 11.958065303243993 0.11848933118354785 0.43122500776706 0.918510229911324 0.7151187250682262 0.33552570987463104 0.18687528312113488 0.365292340124286 -0.6907129253196009 -0.5060313717581657 0.36065318098953975 0.1149171498710518 0.2227149523416342 0.533042299718 0.920531480254 0.907072019746 0.7421969678069036 0.7421969678069036 0.29932788040157937 0.02584161765989026 16.5 47.7127 0.27267396693316265 -1.7244700000000002
en-de_B OPPO.1535 0.495151735582397 87.398679154659 37.9933 -0.5026 61.9545 0.64494 35.752556135401946 0.21046825961245302 0.5891823264066135 0.9433897685000808 0.7858907270477756 0.3665894706091332 0.2172099567220724 0.5418273752846864 -0.4119483122036831 -0.32562414344928226 0.5877751258466146 0.21425157262219907 0.3931529924236711 0.709396511142 0.949925537377 0.935021339915 0.8409246581439743 0.8409246581439743 0.6365162343002215 0.265962276665549 47.3 66.4557 0.6000876044447314 -1.1259299999999999
en-de_B AFRL.1069 0.26013891998072 82.2212494595763 34.2281 -0.5406 58.5512 0.6109899999999999 32.27798377997173 0.1425469804066529 0.5480814458932386 0.9346356347370078 0.7621118910295418 0.35023526295987323 0.2093899526437722 0.4870561964294974 -0.4572363000421394 -0.3508761221318334 0.5564120550662657 0.20136966159743253 0.3721712796038545 0.686672310296 0.945006744006 0.933285956982 0.8258498549167125 0.8258498549167125 0.5751665036216357 0.2133065529840201 43.9 63.4223 0.5492741535030232 -1.1975
en-de_B Online-G.1556 -0.119678490034494 73.91613247863249 27.0064 -0.5721 54.2058 0.57358 25.277511424541586 -0.12202744792794812 0.38037811774676417 0.8785824242700809 0.5187981665418161 0.2321240770613498 0.15848628389505778 0.24638114320784174 -0.4973554168589008 -0.3752721348470037 0.4951691621525901 0.02012066203412536 0.15627508924167988 0.663262790056 0.936030425952 0.930470728491 0.7933487758061445 0.7933487758061445 0.4224726637018836 -0.06730932886850179 34.0 58.7147 0.3850757703815596 -1.44097
en-de_B Online-B.1590 0.416468423465359 84.50615006150059 36.5599 -0.5199 60.9472 0.63613 34.018615021156485 0.20932170334672728 0.5825749498638305 0.9444929012209072 0.7814572660517793 0.36297215956835016 0.21669160763080256 0.5297471419060852 -0.4216818591202163 -0.33421210884326763 0.5753693170685774 0.2157631145727168 0.3891274750624141 0.706435291961 0.94922846756 0.933911594499 0.8359840026989642 0.8359840026989642 0.6278240504807284 0.2818299477344592 44.6 65.4691 0.5962739224468157 -1.13462
en-de_B zlabs-nlp.179 -0.278390194312612 68.12583979328171 27.4063 -0.6237 52.9837 0.55762 24.78168645980252 -0.2022903919093868 0.3171533906769286 0.8797664371094495 0.6208750501338114 0.26437767009041035 0.18222116776446004 0.1629857409716556 -0.5192859667244201 -0.402038799387328 0.4846248312633784 0.0761144693050276 0.12371061466061554 0.6365847729199999 0.9325896332860001 0.929397718618 0.782348086030258 0.782348086030258 0.4119555756176476 -0.12935780942419015 34.2 57.7101 0.3924156475854231 -1.4541899999999999
en-de_B Human-B.0 0.569198370284334 90.50607805502241          0.4220186292430437      0.2014012207698776 0.3790828157321397   0.9242908279269999        
en-de_B UEDIN.1136 0.251231842420799 81.00267077555209 35.4638 -0.5295 59.9833 0.62545 32.95915232722143 0.10602659397405192 0.5304150573196013 0.9268711764649166 0.7362106710577802 0.33052953495494203 0.20490970320197727 0.4483956167019893 -0.4393310068505827 -0.34430788564055703 0.5667546654226956 0.18601260421999924 0.33433077522200155 0.691196794922 0.945709124824 0.936260029619 0.826220652637596 0.826220652637596 0.5749460406160068 0.16316280705783365 44.0 64.475 0.5423260006701577 -1.18685
en-de_B Human-A.0 0.4457850041508921 85.65816326530609 32.5171 -0.5766 58.8114 0.61775 29.797348519040927 0.2779061755767074 0.5971572378411237 0.9504301215322328 0.8051819052279248 0.4010306700194315 0.2161136472735296 0.582826457703578 -0.4552774134384698 -0.3571537564257725 0.5541992948972212 0.21256572813352595 0.37129816617054817 0.680435705148 0.946719118477 0.926000046544 0.8277968604784927 0.8277968604784927 0.6072530740680244 0.2910655490759818 39.0 63.3699 0.5661759402757912 -1.23425
en-de_B Online-Z.1631 0.125798127745 77.65545839957599 28.6886 -0.5943 55.5467 0.58548 26.70977898448518 -0.06679532242930995 0.4245057433498144 0.8990502826743385 0.6447836840091791 0.2625472509470044 0.18261683045133564 0.3029759844820237 -0.4850734390338052 -0.3735910680378841 0.5161831107557744 0.11505160804533192 0.23733474841217897 0.6512811057119999 0.9380172468269999 0.9319381276450001 0.8033248811161569 0.8033248811161569 0.5078161092729889 0.03774930275608858 35.4 60.0587 0.4732614139315629 -1.3852200000000001
en-de_B Huoshan_Translate.832 0.3264426021119069 84.6034986225895 37.937 -0.5082 61.7777 0.643 35.60766431593795 0.1839340831059831 0.5777328319069949 0.9392095432348802 0.776081943577116 0.3586822958386876 0.2181158891330315 0.5203924514274461 -0.4176839619863021 -0.3275105729193409 0.5871874621359069 0.199239670788956 0.3784953299056008 0.7076554033849999 0.949663437236 0.9361112722139999 0.8387813361516624 0.8387813361516624 0.6248584646542461 0.2405194987835854 46.9 66.225 0.5878482990910014 -1.13506
en-de_B WMTBiomedBaseline.388 -0.338168585367229 65.4550834597876 24.492 -0.6385 50.2308 0.52994 22.564014456981678 -0.24349339372033124 0.21687055778084124 0.8763182796426222 0.603311757563662 0.2376056469793351 0.1739780101637606 0.07859585284713881 -0.5597755415556598 -0.4142952553759761 0.4626513253934422 0.1150033395232998 0.07382594037548823 0.6243732983070001 0.927504948519 0.923520504231 0.772841936274207 0.772841936274207 0.36152726058205853 -0.1256725273879274 31.3 54.6306 0.34662787942018763 -1.53034
