LP SYSTEM HUMAN HUMAN_RAW BLEU TER chrF++ chrF sentBLEU BLEURT-extended COMET-2R COMET-HTER COMET-MQM COMET-QE COMET-Rank COMET CharacTER EED MEE OpenKiwi-Bert OpenKiwi-XLMR YiSi-0 YiSi-1 YiSi-2 Yisi-combi bleurt-Yisi-combi esim mBERT-L2 parbleu parchrf++ paresim-1 prism
en-de PROMT_NMT.73 0.247014407933923 79.32598039215691 31.7987 -0.5476 58.3595 0.61156 29.37691720733429 0.05496790523316359 0.4995824678318919 0.9151581120210974 0.7017321071583562 0.2973328836687177 0.19439477778702444 0.4055858666355733 -0.4509507195853401 -0.3548588636390371 0.5445863055061008 0.14960556722946244 0.28423781363800565 0.686563882228 0.944776078984 0.9346379083220001 0.8200845285850789 0.8200845285850789 0.5598959424237396 0.13111498670282082 39.5 62.957 0.5235475552555998 -1.2173200000000002
en-de eTranslation.737 0.31177655258431103 82.4510563380282 37.94 -0.4994 62.08 0.6451600000000001 35.41344703808182 0.2201501029124549 0.5952555613154847 0.9460427300349056 0.7896299919242247 0.36432259278888535 0.21738497142700489 0.555533273601366 -0.4048344058403901 -0.3244647050134533 0.5953186468589102 0.207798220628376 0.4009718140574075 0.711397784908 0.951376068406 0.935037141749 0.8447207549142904 0.8447207549142904 0.6450784128968445 0.2824370582838909 47.9 66.9551 0.6077635564679761 -1.0884
en-de Online-A.1574 0.322221407355888 85.279324009324 36.1642 -0.5135 61.1311 0.63746 33.206685260930904 0.14347072967626312 0.5663401085695539 0.9371384632227252 0.7561529549771371 0.3382036935528217 0.2131371806027198 0.4997123093915675 -0.4114629632519413 -0.3345645569469806 0.5763281536217425 0.17964535833918324 0.3338309645479379 0.705884117066 0.9495582228489999 0.9349002348379999 0.8358311174786813 0.8358311174786813 0.6092118727823533 0.2109406041125905 44.3 65.8661 0.5746535800400023 -1.1377
en-de Tencent_Translation.1520 0.3845242998439679 84.31345238095241 38.6419 -0.4878 62.8394 0.65262 36.20393526093088 0.2258723927359655 0.6074448666096585 0.9482183054290524 0.7968862057047436 0.3654061948571412 0.21696618626289274 0.5639096534730832 -0.39908441152839824 -0.3214608308214206 0.6021030760377472 0.2122324494453218 0.4045991260671334 0.7164892080390001 0.9519283737659999 0.935823552891 0.8470180390668016 0.8470180390668016 0.6481089237000273 0.2937509594655928 48.2 67.3152 0.6131125741319046 -1.0850600000000001
en-de Tohoku-AIP-NTT.890 0.4682086565759671 88.6200726612171 38.7705 -0.4905 62.9865 0.6549699999999999 35.98847983074757 0.24701719146290185 0.6178463585011409 0.9506708128543304 0.8021630988218552 0.36765787427210944 0.22288030574046855 0.5789113832487921 -0.3887800536119092 -0.3174896872798125 0.6012766831818828 0.2137715538165024 0.4025753379637856 0.723050680536 0.953644911142 0.936441379408 0.848504571215222 0.848504571215222 0.6679466944870937 0.2991699119149714 47.3 67.5734 0.6296740215276966 -1.0616700000000001
en-de Human-P.0 0.298640272530644 84.15003198976329 15.7246 -0.8035 46.2389 0.5011 14.440563469675592 0.1982154247833072 0.4963422637375016 0.9308593892275616 0.7508635595861207 0.33552570987463104 0.19438267828854525 0.4615891608416152 -0.6429719483766431 -0.4765657787598743 0.4037226278395648 0.1149171498710518 0.2227149523416342 0.562251674894 0.931165232722 0.907072019746 0.7709845861023337 0.7709845861023337 0.4058952305324071 0.1396798759078862 20.5 51.7805 0.3737832565078635 -1.4327299999999998
en-de OPPO.1535 0.495151735582397 87.398679154659 38.5602 -0.4904 62.8642 0.6535 36.05583787023983 0.21942272356728404 0.6016962747004183 0.9458993562465672 0.7927610832667149 0.3665894706091332 0.2195911382940744 0.5605857923721477 -0.3980767018517579 -0.3208801250297928 0.5988216916934097 0.21425157262219907 0.3931529924236711 0.715577867419 0.952058288434 0.935021339915 0.8467431660263427 0.8467431660263427 0.6522636715958502 0.28969776323025753 48.4 67.5118 0.6147797858705074 -1.0848
en-de AFRL.1069 0.26013891998072 82.2212494595763 34.1176 -0.5308 59.3344 0.6187199999999999 32.20502475317348 0.154175882641494 0.5627779273358299 0.9378094100892512 0.771163714421737 0.35023526295987323 0.2110163751195456 0.5089464771885777 -0.43941182650089006 -0.3444749078055258 0.5658817833617754 0.20136966159743253 0.3721712796038545 0.6930610514810001 0.9472789421719999 0.933285956982 0.8311468389710183 0.8311468389710183 0.6007689807448425 0.2402706095746525 44.5 64.5103 0.5732611165406926 -1.15418
en-de Online-G.1556 -0.119678490034494 73.91613247863249 27.2438 -0.5638 54.9232 0.5805600000000001 24.9080485190409 -0.1110692106670738 0.3980308375098021 0.8821093614058167 0.5270469042673518 0.2321240770613498 0.15859783922939286 0.2690606574883897 -0.4825280592591737 -0.3735380581473703 0.5002431490622555 0.02012066203412536 0.15627508924167988 0.665638315233 0.937736344147 0.930470728491 0.796637495036522 0.796637495036522 0.4417208453432797 -0.045793886040304536 34.3 59.5503 0.4040640864891693 -1.4052200000000001
en-de Online-B.1590 0.416468423465359 84.50615006150059 36.461 -0.5091 61.596 0.64275 33.787602327221464 0.21968250857253674 0.5972358697725851 0.9478807281177328 0.7894423914014537 0.36297215956835016 0.2166358658947505 0.5548961009903797 -0.40432994503801184 -0.33061827811063105 0.5830988424034664 0.2157631145727168 0.3891274750624141 0.713119418195 0.9511161163609999 0.933911594499 0.8410380079985001 0.8410380079985001 0.6477469242951598 0.30739718829564044 45.0 66.4004 0.6152943362887786 -1.09161
