LP SYSTEM HUMAN HUMAN_RAW BLEU TER chrF++ chrF sentBLEU BERT-base-L2 BERT-large-L2 BLEURT-extended BLEURT COMET-2R COMET-HTER COMET-MQM COMET-QE COMET-Rank COMET CharacTER EED MEE OpenKiwi-Bert OpenKiwi-XLMR YiSi-0 YiSi-1 YiSi-2 esim mBERT-L2 parbleu parchrf++ paresim-1 prism
de-en OPPO.1360 0.219925007273862 84.5966801256169 43.2487 -0.4417 66.296 0.6822699999999999 41.58380789808917 0.454694690218397 0.4571149456652866 0.335504038935634 0.38579177004136855 0.6513265711439263 0.9518397548989316 0.8412880267686904 0.3708880153014208 0.225894652811424 0.662512408804362 -0.3524417315069674 -0.2802513991369848 0.6628391489839006 0.2447160988998641 0.3793085531396851 0.7544549656049999 0.955442280255 0.9289684254780001 0.6637919214500743 0.4325809866000133 49.4 70.3943 0.6325857397192602 -1.20515
de-en Online-Z.1629 0.0853275778302752 78.8101398601399 35.4421 -0.5029 61.6694 0.64032 34.3432010191083 0.32238427402487224 0.3143779024576685 0.2053715552968584 0.2775040100144733 0.5703744091140996 0.9264620849198312 0.7550315918246652 0.2816971122664173 0.2028976455146527 0.5520953706519051 -0.3929086267931034 -0.3158569190888458 0.6086893423748995 0.1748998509067449 0.3197865591283627 0.7124196305730001 0.9436998828030001 0.92686337707 0.589119155823615 0.33081737495721525 40.8 65.8613 0.5537649421768773 -1.41072
de-en Online-B.1587 0.16667575303044102 82.08466569767441 41.9226 -0.4446 65.5558 0.6753399999999999 40.4453856050955 0.44475826560312015 0.4437378401019771 0.32415377714072063 0.3805194668709093 0.6460814620302929 0.9513167450631594 0.8367722447700561 0.3552490409178537 0.2255724442152071 0.6593388297660335 -0.35440391904276736 -0.2890102880751821 0.6526215462086665 0.2430291498827327 0.3819732530410313 0.750913179618 0.9553555299359999 0.929253640764 0.6604920404921671 0.4274532720351675 48.0 69.3807 0.6244983084642204 -1.21488
de-en WMTBiomedBaseline.387 -0.0792202424244824 74.17874556737591 32.1395 -0.5452 58.0739 0.6026600000000001 30.176320254777067 0.17289987612681784 0.1886894503027011 0.05946305329632608 0.10979773778064997 0.43043771157053057 0.9099352275134082 0.7179453169084659 0.2398097948367093 0.17841969116437587 0.3768902554586055 -0.4534760446426416 -0.3546368867870729 0.5689953542861368 0.1480933667534286 0.2362752808720633 0.6819149490449999 0.932997814013 0.9222908076430001 0.471194085032697 0.18176245290762302 36.6 62.0072 0.43977084270186106 -1.6365
de-en zlabs-nlp.1153 -0.10568078403021 71.1235182550972 31.5156 -0.5606 57.2735 0.59483 28.886363312101906 -0.01414091738925618 0.04377898814951538 -0.12394762863968588 -0.057342442851157714 0.3624950485410774 0.8800577763990042 0.6434540263976262 0.19891777495015892 0.16634266865287095 0.24003267753276095 -0.4600751293332591 -0.3679422251263242 0.5479555995995 -0.03157094448425208 0.048660604601168334 0.66672246879 0.924367020382 0.925860277707 0.31829204627188146 0.02872137656067587 35.1 61.1885 0.2881028192722873 -1.76702
de-en PROMT_NMT.77 0.17066115270400506 79.79421768707479 39.6247 -0.4646 63.9345 0.6598 38.01562624203821 0.3953025872730146 0.3949678778458553 0.27305302130188913 0.3335441770447288 0.613055787055166 0.9429994539304334 0.8152890582373188 0.3365564349106239 0.21828298146021827 0.6173532639814031 -0.3728778162456433 -0.3018745458785705 0.6315738479394851 0.2272176236507429 0.3590830144703768 0.7361780267520001 0.951873461146 0.929761736306 0.6312594071220441 0.3855822002716885 45.7 67.9703 0.5973815537040021 -1.27617
de-en Human-B.0 0.18588509224483804 82.23744911804609 33.9997 -0.5138 60.7928 0.63384 31.473974012738815 0.43369591293061616 0.4326389352512208 0.31042101155420776 0.3624428122286584 0.6324272154527865 0.9480212415254134 0.8246273506788692 0.3713836562381183 0.21656157093365624 0.6397132630370984 -0.4073362058093605 -0.3254154564895828 0.5854298309020741 0.2081341141087424 0.3606985325147961 0.71462131465 0.9502262675159999 0.9230898458600001 0.6377194597890044 0.379849357969442 38.9 65.0775 0.6051189309496219 -1.37335
de-en Tohoku-AIP-NTT.1442 0.17884288908904802 81.54130850047758 43.7911 -0.4313 67.1481 0.69016 41.93000980891721 0.4794786354348918 0.4798351272655901 0.3526970447153802 0.41623687903592543 0.6706624873207918 0.956938899570637 0.8515291209813136 0.3849004191600801 0.233258049272599 0.6922425044071713 -0.33688294433190336 -0.2771113375077249 0.6690101011979691 0.252738400380228 0.3975879102280945 0.7591125757960001 0.958084805096 0.9313817375799999 0.6798796384055523 0.4490673726436439 49.4 71.1683 0.6452455546754371 -1.15117
de-en Online-A.1571 0.178511763762076 81.326332429991 40.3822 -0.4593 64.3826 0.66395 38.477117707006336 0.452960218175961 0.4509177607905333 0.3289845326334048 0.3858259196304212 0.6406419387858385 0.9507091192030318 0.829517188611304 0.364382152263048 0.2235274122419529 0.6503949093495964 -0.3695857447351684 -0.2981591565000593 0.6339630272304875 0.24552267328569086 0.380270359297372 0.740345253503 0.954454350318 0.92894423949 0.6615320999721054 0.4176667736119525 46.7 68.6936 0.6276259212879238 -1.22195
de-en yolo.1052 -1.6178034336528602 20.4917458163727 0.1805 -0.9374 17.3143 0.1991 2.1526349044586 -1.6955880111949462 -0.9671873265770591 -1.0505711303964542 -1.4621256001436027 -1.338076934389248 0.31400712007170273 0.10448798224045212 0.000252187162990664 0.07035643955238602 -1.5021712121690154 -0.9433395008309584 -0.6794453700636602 0.15963690309871734 -0.7105956335427465 -1.1019824894418002 0.31668094293000004 0.7896442560510001 0.8129591401270001 -1.1249007804378583 -1.1492379909867694 0.2 19.7203 -1.1257053376383084 -5.18412
