LP SYSTEM HUMAN HUMAN_RAW BLEU TER chrF++ sentBLEU BLEURT-extended COMET-2R COMET-HTER COMET-MQM COMET-QE COMET-Rank COMET CharacTER EED OpenKiwi-Bert OpenKiwi-XLMR YiSi-0 YiSi-1 YiSi-2 Yisi-combi bleurt-Yisi-combi esim mBERT-L2 parbleu parchrf++ paresim-1 prism MEE
en-de_M PROMT_NMT.73 0.247014407933923 79.32598039215691 45.596 -0.4637 63.2176 42.84293610719325 -0.00034042594750330655 0.5019563192627521 0.9135768161751644 0.6972588830021944 0.2973328836687177 0.20528843666668226 0.3945315027746079 -0.3717142337646338 -0.3099419767521742 0.14960556722946244 0.28423781363800565 0.730299119182 0.9523875479549999 0.9346379083220001 0.749063332350981 0.4151943371156562 0.4278535621987719 0.221829107028599 53.6 60.9125 0.40753395593894604 -1.2173200000000002 0.5445863055061008
en-de_M eTranslation.737 0.31177655258431103 82.4510563380282 54.6286 -0.4073 67.6381 52.07556135401978 0.16939458159399676 0.5849840463204303 0.9445465249029134 0.7855882695304658 0.36432259278888535 0.23704136153267774 0.5453977788192954 -0.3206598232386584 -0.2723549786112462 0.207798220628376 0.4009718140574075 0.761969424542 0.959848889986 0.935037141749 0.7664042448252174 0.4983657922503532 0.5088219062425634 0.3703154619672823 63.9 64.3394 0.488035110949412 -1.0884 0.5953186468589102
en-de_M Online-A.1574 0.322221407355888 85.279324009324 51.3653 -0.4227 66.544 48.49935317348378 0.09073140910031036 0.5573990645470972 0.9357713554665309 0.7526155825079076 0.3382036935528217 0.2293464452543293 0.4885870194251745 -0.3310675277687891 -0.2849769728496009 0.17964535833918324 0.3338309645479379 0.753307488011 0.9577345338500001 0.9349002348379999 0.7603550805098432 0.4639989485839207 0.4751329528799234 0.2983824341795677 59.4 63.6004 0.4575709437458418 -1.1377 0.5763281536217425
en-de_M Tencent_Translation.1520 0.3845242998439679 84.31345238095241 55.4088 -0.3994 68.2571 52.96096375176307 0.17640184658896105 0.5961712173275565 0.9467706766422204 0.7930226145451429 0.3654061948571412 0.2354333160316039 0.5536715211123439 -0.31689134024460835 -0.27098967333170565 0.2122324494453218 0.4045991260671334 0.76388703244 0.9601213448520001 0.935823552891 0.7675209829413309 0.5034179095345553 0.5142041996364854 0.3807606855762022 64.1 65.1348 0.4957457030354901 -1.0850600000000001 0.6021030760377472
en-de_M Tohoku-AIP-NTT.890 0.4682086565759671 88.6200726612171 55.1456 -0.3985 68.6386 52.69441593794082 0.193734826309038 0.6039186906061635 0.9491737361725456 0.7979131534863763 0.36765787427210944 0.2441438944563576 0.5690526882874843 -0.3066700287186043 -0.2656053577008564 0.2137715538165024 0.4025753379637856 0.773398675599 0.9621101600849999 0.936441379408 0.7684967430794367 0.5132073511001406 0.5300996195066056 0.3861801911550029 63.1 65.3757 0.5091599180946783 -1.0616700000000001 0.6012766831818828
en-de_M Human-P.0 0.298640272530644 84.15003198976329 19.3263 -0.7783  17.996829125528947 0.1583523786612307 0.4813066139585392 0.9246848094709248 0.7329911425898878 0.33552570987463104 0.1982256031457828 0.4134407512080424 -0.6126607669395394 -0.4641303587153197 0.1149171498710518 0.2227149523416342 0.576215687588 0.932891050071 0.907072019746 0.7990151384726066 0.6273096162200279 0.3526115574531142 0.17251361228725304  51.3723 0.3232286112318643 -1.4327299999999998 
en-de_M OPPO.1535 0.495151735582397 87.398679154659 55.3922 -0.3979 68.3912 52.68272115655851 0.16703181825560706 0.5913475083560934 0.9446445624344052 0.7893259041168962 0.3665894706091332 0.23603559665232365 0.5512065839742235 -0.3151377491886985 -0.2700950464763125 0.21425157262219907 0.3931529924236711 0.764620714386 0.960416029619 0.935021339915 0.7670159197602158 0.5001959367595206 0.5158399760068079 0.3744274119784785 64.5 65.1922 0.4957255031099104 -1.0848 0.5988216916934097
en-de_M AFRL.1069 0.26013891998072 82.2212494595763 49.7822 -0.4451 64.3744 47.46332919605078 0.10234946460162304 0.5564267343003434 0.9362225223507348 0.7666378023341949 0.35023526295987323 0.2247691212176892 0.4980013370697816 -0.3621208880848957 -0.2992231061817403 0.20136966159743253 0.3721712796038545 0.7369693596610001 0.954776981664 0.933285956982 0.75757269243255 0.4617616341932296 0.4683206407769246 0.3231434860596452 59.8 61.5714 0.4567911912852194 -1.15418 0.5658817833617754
en-de_M Online-G.1556 -0.119678490034494 73.91613247863249 39.0035 -0.48200000000000004 59.3474 36.38972242595207 -0.16748591587227654 0.4139779366983938 0.880345892888193 0.5229225352495824 0.2321240770613498 0.164886962969851 0.25772089980889445 -0.40619629744467456 -0.3302128399815541 0.02012066203412536 0.15627508924167988 0.7076920641750001 0.9448523596610001 0.930470728491 0.730846181292655 0.3146924777574046 0.3033459598157375 0.05966930495961261 46.7 57.4902 0.2838435340077245 -1.4052200000000001 0.5002431490622555
en-de_M Online-B.1590 0.416468423465359 84.50615006150059 52.1544 -0.4204 66.9854 49.43519513399153 0.16687597770665974 0.5867307004556572 0.9461868147185788 0.7854498292310281 0.36297215956835016 0.23346062270959184 0.542321621084373 -0.3252400968596699 -0.28091179478876765 0.2157631145727168 0.3891274750624141 0.760249711566 0.9592084534559999 0.933911594499 0.7656152491806237 0.4980776312341321 0.5166607329917027 0.3895268029781592 60.7 64.1085 0.5005033228863389 -1.09161 0.5830988424034664
en-de_M zlabs-nlp.179 -0.278390194312612 68.12583979328171 39.5146 -0.5347 58.0543 36.21339880112835 -0.24000732095226365 0.35012970955688394 0.8817388857747671 0.6262493896047219 0.26437767009041035 0.19174966752216105 0.17599923071833734 -0.4347719181699464 -0.35822673890495355 0.0761144693050276 0.12371061466061554 0.6797763787019999 0.941433443583 0.929397718618 0.7266331180009921 0.2825859610056422 0.3163561279336836 -0.008075761520770103 46.9 56.7829 0.3073405726932315 -1.41157 0.4962841249501706
en-de_M Human-B.0 0.569198370284334 90.50607805502241 36.0736 -0.5644  33.57603794076169 0.2394225225929691 0.5604249034188583 0.9446602997761508 0.7749289707799556 0.4220186292430437 0.21843862207198905 0.5182070601823489 -0.4385171575990705 -0.35269144052647483 0.2014012207698776 0.3790828157321397 0.687238425952 0.9481022778560001 0.9242908279269999 0.7995793574432701 0.6634671654583916 0.464110820265211 0.33043011473899  62.8286 0.4451438550074153 -1.23425 
en-de_M UEDIN.1136 0.251231842420799 81.00267077555209 51.5786 -0.4276 66.1802 48.36989816643156 0.06589950349656515 0.5394835136192082 0.9286187625574196 0.7413666916561901 0.33052953495494203 0.21981266347546813 0.4605142788722459 -0.3424500877926697 -0.29225381616534524 0.18601260421999924 0.33433077522200155 0.7423192023980001 0.955835564175 0.936260029619 0.7568718152783153 0.4483337039351192 0.4607571665518122 0.2782783716685849 59.8 63.5445 0.4434111861759016 -1.14056 0.5809965497390441
en-de_M Human-A.0 0.4457850041508921 85.65816326530609 39.1423 -0.5444  36.26228991537381 0.26269910444619793 0.5795178834942651 0.9479344098977168 0.7836518871725362 0.4010306700194315 0.2220185454608851 0.5543819530584622 -0.4302548277654442 -0.3447197545556239 0.21256572813352595 0.37129816617054817 0.694909961213 0.95102961213 0.926000046544 0.8144349309902404 0.6820465803949222 0.511218380675571 0.3632605102107622  61.6818 0.4909738906986265 -1.23425 
en-de_M Online-Z.1631 0.125798127745 77.65545839957599 41.6733 -0.5032 60.9668 39.14993956276452 -0.10610951052748316 0.4550809735279236 0.901164599306808 0.6502178967188208 0.2625472509470044 0.1926279196053813 0.3161332199378898 -0.3938263747570321 -0.3270591742060921 0.11505160804533192 0.23733474841217897 0.696570410437 0.9469575980249999 0.9319381276450001 0.7414655951055003 0.3588316600373765 0.3972297777331136 0.16432586471498936 48.6 59.3472 0.3775086337906279 -1.34351 0.5275400546948535
en-de_M Huoshan_Translate.832 0.3264426021119069 84.6034986225895 54.7701 -0.4057 68.1356 51.954149012693975 0.14308562139018505 0.5796539824638564 0.9405369105215522 0.779966944090402 0.3586822958386876 0.2353329331456345 0.5304893511209547 -0.320317577455026 -0.2725224767349219 0.199239670788956 0.3784953299056008 0.7622476473909999 0.959835491537 0.9361112722139999 0.7650407894728336 0.4888814751974619 0.5065200873092343 0.3523317996007935 63.7 65.0178 0.486018857651149 -1.09554 0.5962529756065618
en-de_M WMTBiomedBaseline.388 -0.338168585367229 65.4550834597876 35.9068 -0.5547 54.939 33.180976516220035 -0.2805451844176549 0.2734006071979297 0.8781247095898456 0.6078909854910354 0.2376056469793351 0.18193491735453696 0.09054330101352297 -0.4780879683058972 -0.37449353429842186 0.1150033395232998 0.07382594037548823 0.6651747263750001 0.935692385049 0.923520504231 0.7190996393981746 0.2526162118899852 0.2674778779451072 -0.00911611923356823 44.1 53.4285 0.2626846139470302 -1.48795 0.4723231443271466
