LP SYSTEM HUMAN HUMAN_RAW BLEU TER chrF++ sentBLEU BERT-base-L2 BERT-large-L2 BLEURT-extended BLEURT COMET-2R COMET-HTER COMET-MQM COMET-QE COMET-Rank COMET CharacTER EED OpenKiwi-Bert OpenKiwi-XLMR SWSS+METEOR YiSi-0 YiSi-1 YiSi-2 esim mBERT-L2 parbleu parchrf++ paresim-1 prism MEE
zh-en_M Huoshan_Translate.919 0.101990711185132 77.46785085143858 47.9364 -0.4808 65.6975 46.46635935000013 0.41796501361578703 0.4270473462715745 0.21462019418925046 0.3392638849467039 0.5217942326054327 0.9103170882984996 0.7655603837221859 0.3579365594523388 0.19659809720657426 0.5089258552705869 -0.3638578855574527 -0.29135235237143936 0.2546789291612804 0.3216596837313846 0.4941910633317881 0.7506064134999999 0.9498839375 0.9090863015 0.4714678591899574 0.416973074823618 52.6 65.5591 0.470237105825916 -1.5248899999999999 0.6114278060002579
zh-en_M THUNLP.1498 0.0277692790367291 76.4810240963855 47.2376 -0.4854 64.7671 45.672062200000035 0.4098925800770521 0.4206350111849606 0.2136209438350052 0.3311759533211589 0.5183284101106692 0.9126743642627262 0.7687148928940296 0.3614525437846333 0.1946966273438804 0.5000119899045676 -0.3761099640765335 -0.2977699745181017 0.2748155891764909 0.3271719030765817 0.4884580031606397 0.7442478775 0.9488742775 0.909264448 0.4649400633024052 0.4065019819177687 52.1 64.5006 0.464577460042201 -1.54826 0.6033713507748042
zh-en_M SJTU-NICT.320 0.0163558107761155 75.9865790976585 48.2998 -0.4796 65.2005 46.39452844999999 0.3751668880879879 0.3938104707375169 0.18197798401117324 0.30778523480892184 0.4817363242629217 0.8990769606116228 0.7382201132625341 0.3262614244572142 0.19151691579248686 0.4477752519152127 -0.3728573341518852 -0.2946028712021653 0.2516814072988927 0.2878394112316892 0.4898467859460828 0.7475243309999999 0.948092002 0.908144563 0.4474803081816062 0.3880452047884465 52.6 64.154 0.4466315840682946 -1.60806 0.5918908486538544
zh-en_M dong-nmt.1207 -0.0781832335644553 74.71362586605079 36.0752 -0.5618 56.3065 35.333513250000074 0.1972870958223939 0.23462693493068215 0.02632671639509499 0.1345610699430108 0.3950337714842456 0.864989549563732 0.6765456935465336 0.2901580018913956 0.1639243686044023 0.3045513727287762 -0.48236849245602104 -0.3549568268293515 0.18693552643526345 0.22033714500442148 0.431067225541521 0.6906383615 0.9335284484999999 0.904933755 0.3529999970719218 0.2115455655902624 41.8 56.1884 0.35273823828203604 -1.90005 0.5268610044058286
zh-en_M zlabs-nlp.1176 -0.10562523274938 72.2275362318841 29.2834 -0.6267 51.9831 27.88730990000002 0.09357837343215944 0.13676766949519514 -0.05471045934036374 0.055652183458209034 0.3146675381950336 0.8605488694501109 0.6636833086982371 0.27040509645039856 0.15819584183553168 0.19817260448774324 -0.5305634467908461 -0.39943115909677 0.20370039223693312 0.1753400242039934 0.3883558977428405 0.6387798055 0.9223564335 0.9015354729999999 0.2756152239982039 0.1265402035601437 34.0 52.5998 0.2753643151060678 -2.06638 0.4769726280947295
zh-en_M DeepMind.381 0.0508906217127797 77.96422313084109 46.2892 -0.4947 64.7465 44.809959199999945 0.4047396031394601 0.4150531245172024 0.2084048269148916 0.3287142558097839 0.5182504299030406 0.908589996781666 0.7619816888794303 0.3567976875295681 0.1931446427423959 0.4971951234242879 -0.3779456925165313 -0.2985321522123413 0.263112156781368 0.3253857404915616 0.4866434377792592 0.7424592995 0.9485767065 0.908943078 0.4677868347065523 0.4052604159303009 51.1 64.6951 0.4672234355723485 -1.54738 0.6034070399353362
zh-en_M Online-G.1569 -0.071139302557744 71.7175438596491 36.2893 -0.5589 57.2732 35.7356537 0.19804503594338893 0.2423548072092235 0.014026030840352177 0.14283432795107365 0.35671590671936426 0.8306177413854748 0.5971959750205278 0.2651080650548884 0.1509424633952172 0.2574609908456914 -0.4707485026284276 -0.34264857009542177 0.06768316313810646 0.17250243718456476 0.4402928511650523 0.7048488175 0.934017095 0.9042423690000001 0.3525654833447188 0.19726740972325205 42.2 57.307 0.35112320495024324 -1.88578 0.5237995627210119
zh-en_M WMTBiomedBaseline.183 -0.332754233570021 67.2691394658754 22.1377 -0.6813 43.8508 22.87472515000001 -0.1656628851853311 -0.04593501129746437 -0.217272722940892 -0.1604188859164715 0.17719567008013834 0.8364660613099113 0.6087494630478323 0.23398440332833706 0.1381307596158401 -0.01877521564345807 -0.6113393498228884 -0.4357939824732021 0.1577090487778187 0.07235728040710092 0.34681444673071915 0.599026747 0.9088271815000001 0.89668877 0.11978933247551322 -0.08943231884762645 27.1 43.6244 0.12128209166042507 -2.3721099999999997 0.42459000364419824
zh-en_M Huawei_TSC.889 -0.000323371131514792 72.3770278099652 45.1241 -0.5108 63.2397 43.58737014999999 0.4085745172053575 0.41644210520386704 0.21569394810684026 0.3318165129199624 0.5177001848437358 0.9114164889217354 0.7689936179742217 0.3612967426265241 0.19242955488002064 0.4976039083627984 -0.3876678210369301 -0.3057237213545013 0.27819336095359176 0.3300277988621965 0.4817471987213976 0.7363796985 0.9476315365000001 0.9088064935 0.4657485340125858 0.4083825732730329 50.0 63.0971 0.465284400772769 -1.56235 0.5960890524957484
zh-en_M OPPO.1422 0.0505498443868076 77.5104395604396 45.2304 -0.5043 63.7242 43.38265050000007 0.39354288091510536 0.4066841232776642 0.2015081883482635 0.3179423263147473 0.5052770387645215 0.9045812477734873 0.755638295546174 0.3503521768071096 0.19039393008700767 0.4831807300103828 -0.3928519010040046 -0.30835581318894395 0.2545970910750329 0.3053476205402985 0.4782854115848939 0.7343661734999999 0.947593215 0.9076286109999999 0.4536040447326377 0.39160488377138974 50.1 63.7787 0.4528493345128372 -1.5757 0.5934310293115724
