BERT_DASH_base_DASH_L2 0.04567 635
BERT_DASH_large_DASH_L2 0.02677 635
BLEURT 0.03937 635
BLEURT_DASH_extended 0.07717 635
COMET 0.1118 635
COMET_DASH_2R 0.08976 635
COMET_DASH_HTER 0.08346 635
COMET_DASH_MQM 0.08031 635
COMET_DASH_QE -0.001575 635
COMET_DASH_Rank 0.1118 635
CharacTER 0.08976 635
EED 0.08031 635
MEE 0.01417 635
OpenKiwi_DASH_Bert 0.09606 635
OpenKiwi_DASH_XLMR 0.05512 635
SWSS_PLUS_METEOR 0.1087 635
TER 0.02362 635
YiSi_DASH_0 0.07087 635
YiSi_DASH_1 0.1087 635
YiSi_DASH_2 0.1181 635
chrF 0.06457 635
chrF_PLUS__PLUS_ 0.07087 635
esim 0.03937 635
mBERT_DASH_L2 0.03307 635
parbleu 0.06457 635
parchrf_PLUS__PLUS_ 0.08661 635
paresim_DASH_1 0.03307 635
prism 0.1024 635
sentBLEU 0.09606 635
