BERT_DASH_base_DASH_L2 0.4304 790
BERT_DASH_large_DASH_L2 0.4177 790
BLEURT 0.4203 790
BLEURT_DASH_extended 0.4304 790
COMET 0.3924 790
COMET_DASH_2R 0.4127 790
COMET_DASH_HTER 0.4152 790
COMET_DASH_MQM 0.4101 790
COMET_DASH_QE 0.3291 790
COMET_DASH_Rank 0.3646 790
CharacTER 0.4101 790
EED 0.4304 790
MEE 0.438 790
OpenKiwi_DASH_Bert 0.3215 790
OpenKiwi_DASH_XLMR 0.4177 790
SWSS_PLUS_METEOR 0.3772 790
TER 0.3696 790
YiSi_DASH_0 0.4253 790
YiSi_DASH_1 0.4203 790
YiSi_DASH_2 0.3848 790
chrF 0.4532 790
chrF_PLUS__PLUS_ 0.4354 790
esim 0.4 790
mBERT_DASH_L2 0.4329 790
parbleu 0.4278 790
parchrf_PLUS__PLUS_ 0.438 790
paresim_DASH_1 0.3924 790
prism 0.4203 790
sentBLEU 0.4127 790
