BLEURT_DASH_extended 0.6355 203
COMET 0.5468 203
COMET_DASH_2R 0.5961 203
COMET_DASH_HTER 0.6059 203
COMET_DASH_MQM 0.5665 203
COMET_DASH_QE 0.2118 203
COMET_DASH_Rank 0.5862 203
CharacTER 0.5468 203
EED 0.5961 203
MEE 0.5271 203
OpenKiwi_DASH_Bert 0.4877 203
OpenKiwi_DASH_XLMR 0.5271 203
TER 0.5665 203
YiSi_DASH_0 0.6453 203
YiSi_DASH_1 0.6158 203
YiSi_DASH_2 0.5271 203
chrF 0.5764 203
chrF_PLUS__PLUS_ 0.5468 203
esim 0.5074 203
parbleu 0.5764 203
paresim_DASH_1 0.5074 203
prism 0.665 203
sentBLEU 0.5961 203
