BERT_DASH_base_DASH_L2 0.6538 1866
BERT_DASH_large_DASH_L2 0.642 1866
BLEURT 0.6409 1866
BLEURT_DASH_extended 0.6334 1866
COMET 0.6259 1866
COMET_DASH_2R 0.6141 1866
COMET_DASH_HTER 0.6377 1866
COMET_DASH_MQM 0.6452 1866
COMET_DASH_QE 0.6356 1866
COMET_DASH_Rank 0.6152 1866
CharacTER 0.6463 1866
EED 0.6334 1866
MEE 0.6184 1866
OpenKiwi_DASH_Bert 0.6281 1866
OpenKiwi_DASH_XLMR 0.6131 1866
TER 0.6206 1866
YiSi_DASH_0 0.6163 1866
YiSi_DASH_1 0.6399 1866
YiSi_DASH_2 0.5466 1866
chrF 0.6259 1866
chrF_PLUS__PLUS_ 0.6238 1866
esim 0.6699 1866
mBERT_DASH_L2 0.6206 1866
parbleu 0.6302 1866
parchrf_PLUS__PLUS_ 0.642 1866
paresim_DASH_1 0.6699 1866
prism 0.6356 1866
sentBLEU 0.6013 1866
